event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27199895593,true,2004-06-20 01:28:10.000,16.071,2.195,"2","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895594,true,2004-06-20 05:18:40.000,16.094,2.19,"2","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895595,true,2004-06-20 06:18:10.000,16.078,2.192,"2","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895596,true,2004-06-20 07:55:40.000,16.081,2.208,"B","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895597,true,2004-06-20 08:42:10.000,16.082,2.207,"3","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895598,true,2004-06-20 12:34:40.000,16.111,2.203,"B","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895599,true,2004-06-20 21:20:40.000,16.062,2.193,"2","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895600,true,2004-06-21 04:56:40.000,16.087,2.199,"A","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895601,true,2004-06-21 10:00:39.000,16.049,2.215,"B","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895602,true,2004-06-21 17:34:09.000,16.099,2.19,"B","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895603,true,2004-06-21 21:00:09.000,16.089,2.211,"1","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895604,true,2004-06-22 09:34:09.000,16.045,2.219,"B","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895605,true,2004-06-23 09:13:08.000,16.095,2.211,"B","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895606,true,2004-06-24 05:24:38.000,16.002,2.225,"0","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895607,true,2004-06-24 08:50:08.000,16.082,2.208,"3","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895608,true,2004-06-24 13:27:38.000,16.064,2.199,"B","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895609,true,2004-06-24 21:29:38.000,16.072,2.195,"2","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895610,true,2004-06-25 13:15:37.000,16.0,2.192,"A","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895611,true,2004-06-25 17:39:37.000,16.075,2.205,"3","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895612,true,2004-06-26 13:04:07.000,16.086,2.215,"A","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
27199895613,true,2004-06-29 01:26:35.000,16.066,2.207,"A","argos-doppler-shift",,"#2784560156","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [2004]"
