event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27189851970,true,2005-12-14 00:20:16.000,15.741,2.168,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851971,true,2005-12-14 01:32:46.000,15.737,2.155,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851972,true,2005-12-14 04:41:46.000,15.737,2.154,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851973,true,2005-12-19 01:11:43.000,15.843,2.303,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851974,true,2005-12-23 04:28:11.000,16.073,2.305,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851975,true,2005-12-27 02:24:39.000,16.019,2.203,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851976,true,2005-12-27 04:31:39.000,15.846,2.327,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851977,true,2005-12-30 05:04:07.000,15.521,2.241,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851978,true,2006-01-02 00:30:05.000,16.451,2.17,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851979,true,2006-01-03 05:07:34.000,16.051,2.26,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851980,true,2006-01-06 02:07:32.000,15.97,2.374,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851981,true,2006-01-09 04:25:00.000,16.23,2.349,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851982,true,2006-01-11 05:16:59.000,16.077,2.27,"3","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851983,true,2006-01-19 00:56:54.000,16.101,2.241,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851984,true,2006-01-21 00:36:53.000,16.245,2.259,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851985,true,2006-01-21 04:40:53.000,16.068,2.276,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851986,true,2006-01-22 00:26:22.000,16.074,2.276,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851987,true,2006-01-22 02:22:22.000,16.073,2.275,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851988,true,2006-01-22 04:17:22.000,16.057,2.28,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851989,true,2006-01-25 01:35:51.000,16.072,2.313,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851990,true,2006-01-26 01:37:50.000,16.074,2.277,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851991,true,2006-01-28 01:04:49.000,16.08,2.261,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851992,true,2006-01-29 00:55:48.000,16.07,2.268,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851993,true,2006-01-29 04:51:18.000,16.126,2.251,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851994,true,2006-01-30 04:26:48.000,16.126,2.261,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851995,true,2006-02-01 02:07:16.000,16.117,2.275,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851996,true,2006-02-02 00:13:46.000,16.084,2.267,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851997,true,2006-02-02 01:55:46.000,16.074,2.239,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851998,true,2006-02-02 04:54:46.000,16.087,2.236,"2","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189851999,true,2006-02-03 00:03:45.000,16.075,2.249,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852000,true,2006-02-03 01:45:15.000,16.069,2.249,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852001,true,2006-02-03 04:30:15.000,16.078,2.207,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852002,true,2006-02-06 05:00:43.000,16.18,2.192,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852003,true,2006-02-07 01:03:43.000,16.098,2.258,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852004,true,2006-02-09 02:15:42.000,16.108,2.275,"3","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852005,true,2006-02-10 00:32:41.000,16.102,2.276,"3","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852006,true,2006-02-10 05:04:11.000,16.109,2.272,"3","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852007,true,2006-02-11 00:23:11.000,16.105,2.276,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852008,true,2006-02-12 00:11:40.000,16.111,2.266,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852009,true,2006-02-12 01:43:10.000,16.113,2.269,"A","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
27189852010,true,2006-02-12 04:15:40.000,16.114,2.268,"B","argos-doppler-shift",,"#2782779763","47574","Elephant Research - Lobeke NP (Cameroon) - Collar 47574 [Dec 2005-2006]"
