event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27192343616,true,2005-11-17 12:39:28.000,15.782,2.176,"2","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343617,true,2005-11-17 23:45:46.000,16.043,2.19,"B","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343618,true,2005-11-18 01:25:49.000,16.116,2.184,"B","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343619,true,2005-11-18 01:33:33.000,16.018,2.21,"B","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343620,true,2005-11-18 05:01:52.000,16.332,2.189,"B","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343621,true,2005-11-18 17:38:12.000,16.074,2.209,"B","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343622,true,2005-11-19 19:02:48.000,16.065,2.19,"A","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343623,true,2005-11-19 20:46:43.000,16.08,2.192,"A","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343624,true,2005-11-20 01:03:22.000,16.082,2.194,"3","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343625,true,2005-11-20 01:09:39.000,16.078,2.193,"1","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
27192343626,true,2005-11-20 20:52:31.000,16.104,2.191,"A","argos-doppler-shift",,"#2782909047","39840","Elephant Research - Lobeke NP (Cameroon) - Collar 39840 [2005-2007]"
