,seed,num_timesteps,num_defenders,defense_time_threshold,iteration_number,iteration_time,gap,iterations_to_converge,def_support,defender_actions_size,attacker_actions_size
82,6,8,2,1,1,0.005471467971801758,0.7748740364773957,21,7,21,9
83,6,8,2,1,2,0.004961729049682617,0.8283590246319006,21,7,21,9
84,6,8,2,1,3,0.003362417221069336,0.7988200552551362,21,7,21,9
85,6,8,2,1,4,0.006754875183105469,0.6422118206138996,21,7,21,9
86,6,8,2,1,5,0.007128238677978516,0.6581267326479565,21,7,21,9
87,6,8,2,1,6,0.005819559097290039,0.0978916385218398,21,7,21,9
88,6,8,2,1,7,0.006596803665161133,0.15140395964151332,21,7,21,9
89,6,8,2,1,8,0.007027387619018555,0.5465375261931831,21,7,21,9
90,6,8,2,1,9,0.008574247360229492,0.1278866491432047,21,7,21,9
91,6,8,2,1,10,0.008100509643554688,0.43732443770757856,21,7,21,9
92,6,8,2,1,11,0.009753227233886719,0.1245633587208772,21,7,21,9
93,6,8,2,1,12,0.009723424911499023,0.1138346679409784,21,7,21,9
94,6,8,2,1,13,0.009113550186157227,0.12391360557718456,21,7,21,9
95,6,8,2,1,14,0.007861137390136719,0.7576024617734767,21,7,21,9
96,6,8,2,1,15,0.009797811508178711,0.0633790894047096,21,7,21,9
97,6,8,2,1,16,0.015294313430786133,0.07414831241902886,21,7,21,9
98,6,8,2,1,17,0.006193637847900391,0.039650174785222925,21,7,21,9
99,6,8,2,1,18,0.017300844192504883,0.04052931579587682,21,7,21,9
100,6,8,2,1,19,0.011626482009887695,0.07918646618941971,21,7,21,9
101,6,8,2,1,20,0.012488842010498047,0.04377555845583725,21,7,21,9
102,6,8,2,1,21,0.011986970901489258,1.1102230246251565e-16,21,7,21,9
103,7,8,2,1,1,0.004148960113525391,0.4978285407467129,25,9,23,10
104,7,8,2,1,2,0.004754304885864258,0.5825518313405605,25,9,23,10
105,7,8,2,1,3,0.004276275634765625,0.4215053600952158,25,9,23,10
106,7,8,2,1,4,0.005970478057861328,0.6059435267871949,25,9,23,10
107,7,8,2,1,5,0.0047762393951416016,0.3257163105372938,25,9,23,10
108,7,8,2,1,6,0.007229804992675781,0.18709347624783257,25,9,23,10
109,7,8,2,1,7,0.006850481033325195,0.22928473375449732,25,9,23,10
110,7,8,2,1,8,0.007399559020996094,0.2213671085044553,25,9,23,10
111,7,8,2,1,9,0.00773310661315918,0.18072638090854687,25,9,23,10
112,7,8,2,1,10,0.0,0.6467172380864418,25,9,23,10
113,7,8,2,1,11,0.015655040740966797,0.1210729179700838,25,9,23,10
114,7,8,2,1,12,0.0037713050842285156,0.2402947695397573,25,9,23,10
115,7,8,2,1,13,0.01193690299987793,0.10716190626075539,25,9,23,10
116,7,8,2,1,14,0.00793910026550293,0.4413863309417569,25,9,23,10
117,7,8,2,1,15,0.013733148574829102,0.10735003379319386,25,9,23,10
118,7,8,2,1,16,0.01620626449584961,0.28816235296605874,25,9,23,10
119,7,8,2,1,17,0.010477066040039062,0.07826143873378522,25,9,23,10
120,7,8,2,1,18,0.009587526321411133,0.16486110997417858,25,9,23,10
121,7,8,2,1,19,0.010266304016113281,0.05455235585549367,25,9,23,10
122,7,8,2,1,20,0.0159761905670166,0.06224547414666948,25,9,23,10
123,7,8,2,1,21,0.015833616256713867,0.05060424746982295,25,9,23,10
124,7,8,2,1,22,0.008026599884033203,0.056858070029743635,25,9,23,10
125,7,8,2,1,23,0.010899782180786133,0.03313143916985617,25,9,23,10
126,7,8,2,1,24,0.01908564567565918,0.07741213196747887,25,9,23,10
127,7,8,2,1,25,0.010877609252929688,2.220446049250313e-16,25,9,23,10
128,8,8,2,1,1,0.0,0.7417337683552392,16,6,16,8
129,8,8,2,1,2,0.007102251052856445,0.7247683450158329,16,6,16,8
130,8,8,2,1,3,0.0027472972869873047,0.7264002029060894,16,6,16,8
131,8,8,2,1,4,0.0,0.5903134635398612,16,6,16,8
132,8,8,2,1,5,0.012572050094604492,0.633198672715951,16,6,16,8
133,8,8,2,1,6,0.007529020309448242,0.2491018825284641,16,6,16,8
134,8,8,2,1,7,0.008510351181030273,0.33914170475985383,16,6,16,8
135,8,8,2,1,8,0.0017020702362060547,0.8806484001934637,16,6,16,8
136,8,8,2,1,9,0.013993978500366211,0.2806287712658223,16,6,16,8
137,8,8,2,1,10,0.007010459899902344,0.8060006915706965,16,6,16,8
138,8,8,2,1,11,0.008803844451904297,0.15071893030345784,16,6,16,8
139,8,8,2,1,12,0.010137319564819336,0.18538523309798094,16,6,16,8
140,8,8,2,1,13,0.005179166793823242,0.018067997204527453,16,6,16,8
141,8,8,2,1,14,0.014579057693481445,0.26869515005032485,16,6,16,8
142,8,8,2,1,15,0.0053560733795166016,0.0851722926637698,16,6,16,8
143,8,8,2,1,16,0.01506948471069336,3.3306690738754696e-16,16,6,16,8
144,9,8,2,1,1,0.0026667118072509766,0.9128584447898509,17,5,16,7
145,9,8,2,1,2,0.0020101070404052734,0.7338675641246364,17,5,16,7
146,9,8,2,1,3,0.0,0.7919772478978077,17,5,16,7
147,9,8,2,1,4,0.013796806335449219,0.2872014702531077,17,5,16,7
148,9,8,2,1,5,0.0,0.3945724022953033,17,5,16,7
149,9,8,2,1,6,0.006236553192138672,0.6849429526681672,17,5,16,7
150,9,8,2,1,7,0.011215925216674805,0.2792475762874772,17,5,16,7
151,9,8,2,1,8,0.009057998657226562,0.34157505806751265,17,5,16,7
152,9,8,2,1,9,0.005824089050292969,0.2968000415459381,17,5,16,7
153,9,8,2,1,10,0.008950948715209961,0.18221978037505704,17,5,16,7
154,9,8,2,1,11,0.006943941116333008,0.10884983702390916,17,5,16,7
155,9,8,2,1,12,0.008302688598632812,0.15141606649277384,17,5,16,7
156,9,8,2,1,13,0.009767293930053711,0.12208182252408639,17,5,16,7
157,9,8,2,1,14,0.009874820709228516,0.11148576840712554,17,5,16,7
158,9,8,2,1,15,0.010333061218261719,0.1203297366512146,17,5,16,7
159,9,8,2,1,16,0.009726762771606445,0.09914541319824555,17,5,16,7
160,9,8,2,1,17,0.01114964485168457,3.3306690738754696e-16,17,5,16,7
161,10,8,2,1,1,0.0042574405670166016,0.2627693729017866,21,8,21,10
162,10,8,2,1,2,0.0048291683197021484,0.5490346693553454,21,8,21,10
163,10,8,2,1,3,0.004613399505615234,0.30201427379033463,21,8,21,10
164,10,8,2,1,4,0.0055196285247802734,0.25843457889796717,21,8,21,10
165,10,8,2,1,5,0.005140781402587891,0.34802373443209733,21,8,21,10
166,10,8,2,1,6,0.007706642150878906,0.17875181179906707,21,8,21,10
167,10,8,2,1,7,0.006682634353637695,0.20576600181732219,21,8,21,10
168,10,8,2,1,8,0.007445573806762695,0.7496552224443801,21,8,21,10
169,10,8,2,1,9,0.007377147674560547,0.24992737670850185,21,8,21,10
170,10,8,2,1,10,0.007862329483032227,0.19821796309797446,21,8,21,10
171,10,8,2,1,11,0.008604764938354492,0.13270165682746982,21,8,21,10
172,10,8,2,1,12,0.00924229621887207,0.7056453741817901,21,8,21,10
173,10,8,2,1,13,0.009918689727783203,0.11900461076180036,21,8,21,10
174,10,8,2,1,14,0.010907649993896484,0.24671687175451384,21,8,21,10
175,10,8,2,1,15,0.010915040969848633,0.10122225619853298,21,8,21,10
176,10,8,2,1,16,0.012471199035644531,0.057462420533927805,21,8,21,10
177,10,8,2,1,17,0.012500762939453125,0.009931562271097816,21,8,21,10
178,10,8,2,1,18,0.013993263244628906,0.009123796564744047,21,8,21,10
179,10,8,2,1,19,0.013000249862670898,0.01795930845840843,21,8,21,10
180,10,8,2,1,20,0.013524532318115234,0.00920710496496524,21,8,21,10
181,10,8,2,1,21,0.013471841812133789,2.220446049250313e-16,21,8,21,10
