,num_timesteps,num_attackers,num_defenders,num_clusters,dims,defense_time_threshold,force_return,num_defender_actions,nash_value,nash_support,nash_runtime,mip_value,mip_support,mip_runtime
0,9,2,1,10,7,1,False,9075,-0.41601780572368807,5,1.0335474014282227,-0.8216783216783218,1,2.718346357345581
1,9,2,1,10,7,1,False,9075,-0.41601780572368807,5,1.0335474014282227,-0.47552447537692305,2,2.3395628929138184
2,9,2,1,10,7,1,False,9075,-0.41601780572368807,5,1.0335474014282227,-0.45105566218809984,3,6.4759674072265625
3,9,2,1,10,7,1,False,9075,-0.41601780572368807,5,1.0335474014282227,-0.4160178057236881,4,1.0348503589630127
