,seed,num_timesteps,num_attackers,num_defenders,force_return,defense_time_threshold,iteration_number,iteration_time,gap,iterations_to_converge,def_support,defender_actions_size,attacker_actions_size
86,8,8,1,1,True,1,6,0.05967092514038086,0.9666503511430518,13,7,9,7
87,8,8,1,1,True,1,7,0.07122206687927246,0.472796701731196,13,7,9,7
88,8,8,1,1,True,1,8,0.017855167388916016,0.9645061054848943,13,7,9,7
89,8,8,1,1,True,1,9,0.05248427391052246,0.1877662140451546,13,7,9,7
90,8,8,1,1,True,1,10,0.0875246524810791,0.9249135146536488,13,7,9,7
91,8,8,1,1,True,1,11,0.0702667236328125,0.14762610837950252,13,7,9,7
92,8,8,1,1,True,1,12,0.11179208755493164,0.9241856464952087,13,7,9,7
93,8,8,1,1,True,1,13,0.07288837432861328,2.220446049250313e-16,13,7,9,7
94,9,8,1,1,True,1,1,0.06894946098327637,0.9052751959645948,17,8,16,9
95,9,8,1,1,True,1,2,0.05850481986999512,0.9052751959645948,17,8,16,9
96,9,8,1,1,True,1,3,0.06177091598510742,0.3542824386753007,17,8,16,9
97,9,8,1,1,True,1,4,0.05327033996582031,0.8294238764486906,17,8,16,9
98,9,8,1,1,True,1,5,0.04848742485046387,0.21783743792037502,17,8,16,9
99,9,8,1,1,True,1,6,0.05672812461853027,0.8220136319109528,17,8,16,9
100,9,8,1,1,True,1,7,0.05653238296508789,0.1826715311906678,17,8,16,9
101,9,8,1,1,True,1,8,0.056336164474487305,0.7868477251812457,17,8,16,9
102,9,8,1,1,True,1,9,0.0659332275390625,0.07590717974544148,17,8,16,9
103,9,8,1,1,True,1,10,0.06462883949279785,0.7307593585909452,17,8,16,9
104,9,8,1,1,True,1,11,0.11237311363220215,0.05494394113379897,17,8,16,9
105,9,8,1,1,True,1,12,0.09066224098205566,0.7272550971250403,17,8,16,9
106,9,8,1,1,True,1,13,0.08084917068481445,0.040198822675802104,17,8,16,9
107,9,8,1,1,True,1,14,0.06555294990539551,0.7228244173386591,17,8,16,9
108,9,8,1,1,True,1,15,0.07027745246887207,0.013873593944993878,17,8,16,9
109,9,8,1,1,True,1,16,0.04944634437561035,0.7028855876400502,17,8,16,9
110,9,8,1,1,True,1,17,0.0801846981048584,6.661338147750939e-16,17,8,16,9
111,10,8,1,1,True,1,1,0.05965590476989746,0.9428738979686125,16,8,15,8
112,10,8,1,1,True,1,2,0.08796811103820801,0.9428738979686125,16,8,15,8
113,10,8,1,1,True,1,3,0.07149004936218262,0.43318733242607405,16,8,15,8
114,10,8,1,1,True,1,4,0.26987624168395996,0.918485888834929,16,8,15,8
115,10,8,1,1,True,1,5,0.06000876426696777,0.28288671796794573,16,8,15,8
116,10,8,1,1,True,1,6,0.07341885566711426,0.9179413055062582,16,8,15,8
117,10,8,1,1,True,1,7,0.06674003601074219,0.2081500848356801,16,8,15,8
118,10,8,1,1,True,1,8,0.10032320022583008,0.9159092753499656,16,8,15,8
119,10,8,1,1,True,1,9,0.07164883613586426,0.16132584869014777,16,8,15,8
120,10,8,1,1,True,1,10,0.059972524642944336,0.9117187214734126,16,8,15,8
121,10,8,1,1,True,1,11,0.0732870101928711,0.0758599647262338,16,8,15,8
122,10,8,1,1,True,1,12,0.0644981861114502,0.8537830616615122,16,8,15,8
123,10,8,1,1,True,1,13,0.06139516830444336,0.06017735940157243,16,8,15,8
124,10,8,1,1,True,1,14,0.06667566299438477,0.8497935627838353,16,8,15,8
125,10,8,1,1,True,1,15,0.08241820335388184,0.11395511880444709,16,8,15,8
126,10,8,1,1,True,1,16,0.07974886894226074,1.1102230246251565e-16,16,8,15,8
127,1,8,1,2,True,1,1,0.13086557388305664,0.9245361550170135,16,8,16,8
128,1,8,1,2,True,1,2,0.11737775802612305,0.9245361550170135,16,8,16,8
129,1,8,1,2,True,1,3,0.1067647933959961,0.9079528707419049,16,8,16,8
130,1,8,1,2,True,1,4,0.14476799964904785,0.9079528707419049,16,8,16,8
131,1,8,1,2,True,1,5,0.13814210891723633,0.9060801492555772,16,8,16,8
132,1,8,1,2,True,1,6,0.11294078826904297,0.9060801492555772,16,8,16,8
133,1,8,1,2,True,1,7,0.3368363380432129,0.5783037953784687,16,8,16,8
134,1,8,1,2,True,1,8,0.16326141357421875,0.5114498649575394,16,8,16,8
135,1,8,1,2,True,1,9,0.14989423751831055,0.8204048905984682,16,8,16,8
136,1,8,1,2,True,1,10,0.21787595748901367,0.1761909328801582,16,8,16,8
137,1,8,1,2,True,1,11,0.04756808280944824,0.685256114895063,16,8,16,8
138,1,8,1,2,True,1,12,0.32425713539123535,0.1380539203964859,16,8,16,8
139,1,8,1,2,True,1,13,0.13687348365783691,0.6612171616571866,16,8,16,8
140,1,8,1,2,True,1,14,0.19520187377929688,0.1581366918978141,16,8,16,8
141,1,8,1,2,True,1,15,0.19154691696166992,0.2091230406289697,16,8,16,8
142,1,8,1,2,True,1,16,0.37663769721984863,1.1102230246251565e-16,16,8,16,8
143,2,8,1,2,True,1,1,0.2495713233947754,0.9306266567443044,19,8,19,9
144,2,8,1,2,True,1,2,0.130035400390625,0.9306266567443044,19,8,19,9
145,2,8,1,2,True,1,3,0.11188888549804688,0.8611340523199703,19,8,19,9
146,2,8,1,2,True,1,4,0.13806962966918945,0.8611340523199703,19,8,19,9
147,2,8,1,2,True,1,5,0.12376093864440918,0.7972980750257791,19,8,19,9
148,2,8,1,2,True,1,6,0.12624788284301758,0.7972980750257791,19,8,19,9
149,2,8,1,2,True,1,7,0.11246800422668457,0.7757488304407636,19,8,19,9
150,2,8,1,2,True,1,8,0.11773848533630371,0.7757488304407637,19,8,19,9
151,2,8,1,2,True,1,9,0.17500853538513184,0.30800219976725535,19,8,19,9
152,2,8,1,2,True,1,10,0.13860464096069336,0.7324387506913851,19,8,19,9
153,2,8,1,2,True,1,11,0.37865209579467773,0.22832528284954823,19,8,19,9
154,2,8,1,2,True,1,12,0.15773582458496094,0.6983759463377657,19,8,19,9
155,2,8,1,2,True,1,13,0.29454660415649414,0.1395524681563428,19,8,19,9
156,2,8,1,2,True,1,14,0.1753547191619873,0.6728330884352217,19,8,19,9
157,2,8,1,2,True,1,15,0.3698904514312744,0.16757768845890803,19,8,19,9
158,2,8,1,2,True,1,16,0.3651595115661621,0.1657282808719202,19,8,19,9
159,2,8,1,2,True,1,17,0.414989709854126,0.11581877029050924,19,8,19,9
160,2,8,1,2,True,1,18,0.43187785148620605,0.11493234724219126,19,8,19,9
161,2,8,1,2,True,1,19,0.35304951667785645,3.3306690738754696e-16,19,8,19,9
162,3,8,1,2,True,1,1,0.18665456771850586,0.985475462392852,18,9,17,10
163,3,8,1,2,True,1,2,0.11490821838378906,0.985475462392852,18,9,17,10
164,3,8,1,2,True,1,3,0.09898257255554199,0.9480659158232462,18,9,17,10
165,3,8,1,2,True,1,4,0.13245248794555664,0.9480659158232462,18,9,17,10
166,3,8,1,2,True,1,5,0.1245870590209961,0.8620034096505196,18,9,17,10
167,3,8,1,2,True,1,6,0.14259052276611328,0.5212754127473174,18,9,17,10
168,3,8,1,2,True,1,7,0.10727834701538086,0.8309107241169127,18,9,17,10
169,3,8,1,2,True,1,8,0.14698219299316406,0.5242408424585844,18,9,17,10
170,3,8,1,2,True,1,9,0.1586921215057373,0.8297694139195929,18,9,17,10
171,3,8,1,2,True,1,10,0.23433589935302734,0.23074253517477883,18,9,17,10
172,3,8,1,2,True,1,11,0.19036507606506348,0.7407246243641431,18,9,17,10
173,3,8,1,2,True,1,12,0.22000384330749512,0.20735372989959056,18,9,17,10
174,3,8,1,2,True,1,13,0.290250301361084,0.11155094722447634,18,9,17,10
175,3,8,1,2,True,1,14,0.09955978393554688,0.6658914890138391,18,9,17,10
176,3,8,1,2,True,1,15,0.3738124370574951,0.10367587882322615,18,9,17,10
177,3,8,1,2,True,1,16,0.3611454963684082,0.664702124837391,18,9,17,10
178,3,8,1,2,True,1,17,0.4800698757171631,0.08012934974111385,18,9,17,10
179,3,8,1,2,True,1,18,0.4247431755065918,3.3306690738754696e-16,18,9,17,10
180,4,8,1,2,True,1,1,0.14058732986450195,0.9681854454640367,17,9,17,9
181,4,8,1,2,True,1,2,0.1487274169921875,0.9681854454640367,17,9,17,9
182,4,8,1,2,True,1,3,0.10697340965270996,0.9627365554138547,17,9,17,9
183,4,8,1,2,True,1,4,0.05062222480773926,0.9627365554138547,17,9,17,9
184,4,8,1,2,True,1,5,0.13364100456237793,0.9456707283447082,17,9,17,9
185,4,8,1,2,True,1,6,0.10947346687316895,0.9456707283447082,17,9,17,9
186,4,8,1,2,True,1,7,0.36181044578552246,0.5964095015918964,17,9,17,9
187,4,8,1,2,True,1,8,0.1419992446899414,0.9159987653831426,17,9,17,9
188,4,8,1,2,True,1,9,0.14078402519226074,0.5195449709453808,17,9,17,9
189,4,8,1,2,True,1,10,0.11609816551208496,0.8370904667518525,17,9,17,9
190,4,8,1,2,True,1,11,0.2105872631072998,0.3632280222449844,17,9,17,9
191,4,8,1,2,True,1,12,0.13841700553894043,0.8221663222143776,17,9,17,9
192,4,8,1,2,True,1,13,0.30204296112060547,0.3788084347497461,17,9,17,9
193,4,8,1,2,True,1,14,0.19313359260559082,0.7771137802451543,17,9,17,9
194,4,8,1,2,True,1,15,0.21490907669067383,0.280814420043066,17,9,17,9
195,4,8,1,2,True,1,16,0.4154829978942871,0.16743134231691015,17,9,17,9
196,4,8,1,2,True,1,17,0.5044283866882324,2.220446049250313e-16,17,9,17,9
197,5,8,1,2,True,1,1,0.11183810234069824,0.9478644140002233,17,8,17,10
198,5,8,1,2,True,1,2,0.13174200057983398,0.9478644140002233,17,8,17,10
199,5,8,1,2,True,1,3,0.11328554153442383,0.9302072861521169,17,8,17,10
200,5,8,1,2,True,1,4,0.13494229316711426,0.9302072861521169,17,8,17,10
201,5,8,1,2,True,1,5,0.12531733512878418,0.9272249587066798,17,8,17,10
202,5,8,1,2,True,1,6,0.11453700065612793,0.9272249587066798,17,8,17,10
203,5,8,1,2,True,1,7,0.1521439552307129,0.5839013782925724,17,8,17,10
204,5,8,1,2,True,1,8,0.0481104850769043,0.8955716198469791,17,8,17,10
205,5,8,1,2,True,1,9,0.18012571334838867,0.4075877053246959,17,8,17,10
206,5,8,1,2,True,1,10,0.12969684600830078,0.716758802706835,17,8,17,10
207,5,8,1,2,True,1,11,0.17010259628295898,0.4016590492062684,17,8,17,10
208,5,8,1,2,True,1,12,0.16572237014770508,0.40961669151867297,17,8,17,10
209,5,8,1,2,True,1,13,0.14663171768188477,0.31726976227272713,17,8,17,10
210,5,8,1,2,True,1,14,0.11007952690124512,0.5960694992263101,17,8,17,10
211,5,8,1,2,True,1,15,0.23749613761901855,0.20607462489439543,17,8,17,10
212,5,8,1,2,True,1,16,0.14005064964294434,0.5809160023246396,17,8,17,10
213,5,8,1,2,True,1,17,0.3699169158935547,1.1102230246251565e-16,17,8,17,10
214,6,8,1,2,True,1,1,0.10328865051269531,0.949452594138182,14,7,13,7
215,6,8,1,2,True,1,2,0.12020087242126465,0.949452594138182,14,7,13,7
216,6,8,1,2,True,1,3,0.12630701065063477,0.921841477345242,14,7,13,7
217,6,8,1,2,True,1,4,0.128892183303833,0.921841477345242,14,7,13,7
218,6,8,1,2,True,1,5,0.1411724090576172,0.902016059104997,14,7,13,7
219,6,8,1,2,True,1,6,0.129960298538208,0.902016059104997,14,7,13,7
220,6,8,1,2,True,1,7,0.1597433090209961,0.4402863445168735,14,7,13,7
221,6,8,1,2,True,1,8,0.1405627727508545,0.8124760584188438,14,7,13,7
222,6,8,1,2,True,1,9,0.17988228797912598,0.3630206169034901,14,7,13,7
223,6,8,1,2,True,1,10,0.049901723861694336,0.8090120290912582,14,7,13,7
224,6,8,1,2,True,1,11,0.15480518341064453,0.25056390779043425,14,7,13,7
225,6,8,1,2,True,1,12,0.17017316818237305,0.20427300529389647,14,7,13,7
226,6,8,1,2,True,1,13,0.35503649711608887,0.2040533353267725,14,7,13,7
227,6,8,1,2,True,1,14,0.2508862018585205,1.1102230246251565e-16,14,7,13,7
228,7,8,1,2,True,1,1,0.05504345893859863,0.9218334356970015,18,9,18,9
229,7,8,1,2,True,1,2,0.1108100414276123,0.9218334356970015,18,9,18,9
230,7,8,1,2,True,1,3,0.12909245491027832,0.8135221144647067,18,9,18,9
231,7,8,1,2,True,1,4,0.11488842964172363,0.8135221144647067,18,9,18,9
232,7,8,1,2,True,1,5,0.11027026176452637,0.7982806120806235,18,9,18,9
233,7,8,1,2,True,1,6,0.11500883102416992,0.7982806120806235,18,9,18,9
234,7,8,1,2,True,1,7,0.31981945037841797,0.4430674096764801,18,9,18,9
235,7,8,1,2,True,1,8,0.14992046356201172,0.7867453211568086,18,9,18,9
236,7,8,1,2,True,1,9,0.5599191188812256,0.26465714053367073,18,9,18,9
237,7,8,1,2,True,1,10,0.16272449493408203,0.7785520678558844,18,9,18,9
238,7,8,1,2,True,1,11,0.3395256996154785,0.14663624331875225,18,9,18,9
239,7,8,1,2,True,1,12,0.31807827949523926,0.04488968258184867,18,9,18,9
240,7,8,1,2,True,1,13,0.13962364196777344,0.6065135172837252,18,9,18,9
241,7,8,1,2,True,1,14,0.39026975631713867,0.12290159670754464,18,9,18,9
242,7,8,1,2,True,1,15,0.14994406700134277,0.6027599920600576,18,9,18,9
243,7,8,1,2,True,1,16,0.4501209259033203,0.08271953388346442,18,9,18,9
244,7,8,1,2,True,1,17,0.36559438705444336,0.1443058580342042,18,9,18,9
245,7,8,1,2,True,1,18,0.4341776371002197,1.1102230246251565e-16,18,9,18,9
246,8,8,1,2,True,1,1,0.33580756187438965,0.8447495945002547,17,7,17,8
247,8,8,1,2,True,1,2,0.12456369400024414,0.8447495945002547,17,7,17,8
248,8,8,1,2,True,1,3,0.11969614028930664,0.8319492733961777,17,7,17,8
249,8,8,1,2,True,1,4,0.12986254692077637,0.8319492733961777,17,7,17,8
250,8,8,1,2,True,1,5,0.10975027084350586,0.8295335086937147,17,7,17,8
251,8,8,1,2,True,1,6,0.14046764373779297,0.8295335086937147,17,7,17,8
252,8,8,1,2,True,1,7,0.15325379371643066,0.458166527467649,17,7,17,8
253,8,8,1,2,True,1,8,0.1068418025970459,0.7366190943470617,17,7,17,8
254,8,8,1,2,True,1,9,0.1598057746887207,0.4278542177141382,17,7,17,8
255,8,8,1,2,True,1,10,0.10491776466369629,0.7015874580400966,17,7,17,8
256,8,8,1,2,True,1,11,0.15493083000183105,0.4144165604430074,17,7,17,8
257,8,8,1,2,True,1,12,0.11982846260070801,0.6831631817869218,17,7,17,8
258,8,8,1,2,True,1,13,0.18052363395690918,0.29323869031200933,17,7,17,8
259,8,8,1,2,True,1,14,0.04032731056213379,0.6615319785660874,17,7,17,8
260,8,8,1,2,True,1,15,0.3094487190246582,0.18971516876988626,17,7,17,8
261,8,8,1,2,True,1,16,0.21101641654968262,0.18253777050077402,17,7,17,8
262,8,8,1,2,True,1,17,0.37896251678466797,2.220446049250313e-16,17,7,17,8
263,9,8,1,2,True,1,1,0.16441798210144043,0.9288837723946332,14,7,13,7
264,9,8,1,2,True,1,2,0.12279462814331055,0.9288837723946332,14,7,13,7
265,9,8,1,2,True,1,3,0.1196441650390625,0.8409769315779625,14,7,13,7
266,9,8,1,2,True,1,4,0.13393020629882812,0.8409769315779625,14,7,13,7
267,9,8,1,2,True,1,5,0.13031625747680664,0.823250978598111,14,7,13,7
268,9,8,1,2,True,1,6,0.13350367546081543,0.823250978598111,14,7,13,7
269,9,8,1,2,True,1,7,0.16013193130493164,0.4943145945356054,14,7,13,7
270,9,8,1,2,True,1,8,0.12195801734924316,0.9248021621042355,14,7,13,7
271,9,8,1,2,True,1,9,0.1719837188720703,0.32628317266821555,14,7,13,7
272,9,8,1,2,True,1,10,0.15244102478027344,0.7460579099720626,14,7,13,7
273,9,8,1,2,True,1,11,0.30550312995910645,0.1823172239621345,14,7,13,7
274,9,8,1,2,True,1,12,0.24006986618041992,0.24127974161989607,14,7,13,7
275,9,8,1,2,True,1,13,0.17181873321533203,0.2341783873239202,14,7,13,7
276,9,8,1,2,True,1,14,0.30339717864990234,4.440892098500626e-16,14,7,13,7
277,10,8,1,2,True,1,1,0.14216065406799316,0.9881086002468882,15,9,15,10
278,10,8,1,2,True,1,2,0.13762211799621582,0.9881086002468882,15,9,15,10
279,10,8,1,2,True,1,3,0.14491033554077148,0.9795736907569694,15,9,15,10
280,10,8,1,2,True,1,4,0.13116717338562012,0.9795736907569694,15,9,15,10
281,10,8,1,2,True,1,5,0.1640024185180664,0.9039632520140364,15,9,15,10
282,10,8,1,2,True,1,6,0.13988375663757324,0.8754440466983419,15,9,15,10
283,10,8,1,2,True,1,7,0.14005374908447266,0.5126300198261842,15,9,15,10
284,10,8,1,2,True,1,8,0.1203298568725586,0.8244187347148276,15,9,15,10
285,10,8,1,2,True,1,9,0.19995403289794922,0.2991882598116117,15,9,15,10
286,10,8,1,2,True,1,10,0.11971235275268555,0.8225195027888949,15,9,15,10
287,10,8,1,2,True,1,11,0.2800438404083252,0.3220918497094861,15,9,15,10
288,10,8,1,2,True,1,12,0.18303251266479492,0.8168914169518243,15,9,15,10
289,10,8,1,2,True,1,13,0.3271770477294922,0.36620022522228457,15,9,15,10
290,10,8,1,2,True,1,14,0.33996081352233887,0.8159875279134026,15,9,15,10
291,10,8,1,2,True,1,15,0.33352184295654297,2.220446049250313e-16,15,9,15,10
292,1,8,1,3,True,1,1,0.20099544525146484,0.8921882320533661,21,10,21,11
293,1,8,1,3,True,1,2,0.2123243808746338,0.8921882320533661,21,10,21,11
294,1,8,1,3,True,1,3,0.17632699012756348,0.728250030452521,21,10,21,11
295,1,8,1,3,True,1,4,0.3837151527404785,0.7716490756345956,21,10,21,11
296,1,8,1,3,True,1,5,0.20603203773498535,0.6674282093010236,21,10,21,11
297,1,8,1,3,True,1,6,0.16997528076171875,0.7446370558840975,21,10,21,11
298,1,8,1,3,True,1,7,0.19014763832092285,0.6634198315785392,21,10,21,11
299,1,8,1,3,True,1,8,0.6001062393188477,0.3790365512811072,21,10,21,11
300,1,8,1,3,True,1,9,0.1807880401611328,0.609752578525492,21,10,21,11
301,1,8,1,3,True,1,10,0.18892359733581543,0.6096591221347607,21,10,21,11
302,1,8,1,3,True,1,11,0.18513178825378418,0.6096591221347607,21,10,21,11
303,1,8,1,3,True,1,12,0.6749477386474609,0.31954513944610813,21,10,21,11
304,1,8,1,3,True,1,13,0.23183822631835938,0.6039436486629912,21,10,21,11
305,1,8,1,3,True,1,14,0.5930972099304199,0.18456680394894714,21,10,21,11
306,1,8,1,3,True,1,15,0.1994917392730713,0.5257270924157913,21,10,21,11
307,1,8,1,3,True,1,16,1.47538423538208,0.1564642645346233,21,10,21,11
308,1,8,1,3,True,1,17,0.2536773681640625,0.32868612407960596,21,10,21,11
309,1,8,1,3,True,1,18,1.2562198638916016,0.0920608323192767,21,10,21,11
310,1,8,1,3,True,1,19,1.180077075958252,0.12274493558578276,21,10,21,11
311,1,8,1,3,True,1,20,0.7601237297058105,0.12093952248334278,21,10,21,11
312,1,8,1,3,True,1,21,1.7397048473358154,5.551115123125783e-17,21,10,21,11
313,2,8,1,3,True,1,1,0.18030476570129395,0.9697575105248212,29,11,29,13
314,2,8,1,3,True,1,2,0.3791205883026123,0.9697575105248212,29,11,29,13
315,2,8,1,3,True,1,3,0.18092894554138184,0.958637446151366,29,11,29,13
316,2,8,1,3,True,1,4,0.18215632438659668,0.958637446151366,29,11,29,13
317,2,8,1,3,True,1,5,0.18793702125549316,0.9236888951499898,29,11,29,13
318,2,8,1,3,True,1,6,0.2225813865661621,0.9236888951499898,29,11,29,13
319,2,8,1,3,True,1,7,0.27251148223876953,0.6922160429780896,29,11,29,13
320,2,8,1,3,True,1,8,0.18492698669433594,0.8830716166074264,29,11,29,13
321,2,8,1,3,True,1,9,0.23997902870178223,0.8635791650409452,29,11,29,13
322,2,8,1,3,True,1,10,0.2100677490234375,0.8635791650409453,29,11,29,13
323,2,8,1,3,True,1,11,0.3464541435241699,0.488502047528392,29,11,29,13
324,2,8,1,3,True,1,12,0.21348047256469727,0.7640898985820247,29,11,29,13
325,2,8,1,3,True,1,13,0.11518573760986328,0.7640898985820247,29,11,29,13
326,2,8,1,3,True,1,14,0.2455754280090332,0.5944606814052126,29,11,29,13
327,2,8,1,3,True,1,15,0.2130725383758545,0.7570875549336961,29,11,29,13
328,2,8,1,3,True,1,16,0.9205985069274902,0.31569841880224847,29,11,29,13
