animal_id,lat,long,timestamp
14118,3.076,15.395,2002-10-11 00:00:00.000
14118,3.084,15.426,2002-10-12 00:00:00.000
14118,3.09,15.399,2002-10-12 00:00:00.000
14118,3.086,15.423,2002-10-12 00:00:00.000
14118,3.086,15.42,2002-10-12 00:00:00.000
14118,3.107,15.414,2002-10-13 00:00:00.000
14118,3.089,15.416,2002-10-14 00:00:00.000
14118,3.125,15.408,2002-10-15 00:00:00.000
14118,3.035,15.486,2002-10-16 00:00:00.000
14118,3.037,15.498,2002-10-16 00:00:00.000
14118,2.967,15.577,2002-10-17 00:00:00.000
14118,2.866,15.593,2002-10-18 00:00:00.000
14118,2.845,15.615,2002-10-18 00:00:00.000
14118,2.734,15.666,2002-10-19 00:00:00.000
14118,2.658,15.706,2002-10-19 00:00:00.000
14118,2.36,15.75,2002-10-20 00:00:00.000
14118,2.331,15.743,2002-10-20 00:00:00.000
14118,2.881,15.885,2002-10-21 00:00:00.000
14118,2.327,15.755,2002-10-23 00:00:00.000
14118,2.329,15.76,2002-10-23 00:00:00.000
14118,2.359,15.752,2002-10-25 00:00:00.000
14118,2.364,15.767,2002-10-25 00:00:00.000
14118,2.409,15.73,2002-10-26 00:00:00.000
14118,2.37,15.779,2002-10-26 00:00:00.000
14118,2.378,15.764,2002-10-27 00:00:00.000
14118,2.393,15.758,2002-10-29 00:00:00.000
14118,2.389,15.81,2002-10-29 00:00:00.000
14118,2.401,15.687,2002-10-30 00:00:00.000
14118,2.403,15.789,2002-10-30 00:00:00.000
14118,2.401,15.75,2002-10-31 00:00:00.000
14118,2.398,15.766,2002-10-31 00:00:00.000
14118,2.396,15.793,2002-11-01 00:00:00.000
14118,2.437,15.772,2002-11-02 00:00:00.000
14118,2.413,15.768,2002-11-03 00:00:00.000
14118,2.411,15.777,2002-11-03 00:00:00.000
14118,2.412,15.777,2002-11-03 00:00:00.000
14118,2.399,15.764,2002-11-04 00:00:00.000
14118,2.38,15.752,2002-11-05 00:00:00.000
14118,2.366,15.765,2002-11-06 00:00:00.000
14118,2.346,15.762,2002-11-07 00:00:00.000
14118,2.347,15.831,2002-11-08 00:00:00.000
14118,2.367,15.785,2002-11-08 00:00:00.000
14118,2.362,15.774,2002-11-10 00:00:00.000
14118,2.355,15.769,2002-11-11 00:00:00.000
14118,2.328,15.789,2002-11-11 00:00:00.000
14118,2.394,15.771,2002-11-13 00:00:00.000
14118,2.421,15.762,2002-11-14 00:00:00.000
14118,2.451,15.712,2002-11-15 00:00:00.000
14118,2.455,15.755,2002-11-15 00:00:00.000
14118,2.433,15.77,2002-11-15 00:00:00.000
14118,2.446,15.753,2002-11-16 00:00:00.000
14118,2.445,15.761,2002-11-16 00:00:00.000
14118,2.443,15.745,2002-11-16 00:00:00.000
14118,2.445,16.047,2002-11-17 00:00:00.000
14118,2.455,15.749,2002-11-17 00:00:00.000
14118,2.465,15.768,2002-11-17 00:00:00.000
14118,2.458,15.749,2002-11-18 00:00:00.000
