,seed,num_timesteps,num_attackers,num_defenders,num_clusters,dims,defense_time_threshold,force_return,num_defender_actions,nash_value,nash_support,nash_runtime,mip_value,mip_support,mip_runtime
0,1,8,1,2,10,7,2,False,841,-0.2703330832217582,10,0.11641836166381836,"[-0.44202759304947037, -0.34021982744850454, -0.30238359596233055, -0.2896581437489941, -0.2793261578023109, -0.2757804550947269, -0.27338322138722615, -0.27225192712525986, -0.270633759503749, -0.27033308322175814]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.18997406959533691, 0.6132221221923828, 0.5769925117492676, 0.61289381980896, 0.300708532333374, 0.4365112781524658, 0.2501363754272461, 0.2185535430908203, 0.1658189296722412, 0.13048338890075684]"
1,2,8,1,2,10,7,2,False,841,-0.3148912436073464,10,0.09958767890930176,"[-0.5169998068278243, -0.39430120863183316, -0.35917464854615005, -0.3417448258619295, -0.3230498866986757, -0.319924279858135, -0.3173098985862525, -0.31619952482169417, -0.31534031052853734, -0.3148912436073464]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.2599315643310547, 0.8976151943206787, 1.3325440883636475, 1.3231639862060547, 0.5621371269226074, 0.39614343643188477, 0.38632893562316895, 0.302539587020874, 0.20608186721801758, 0.14411139488220215]"
2,3,8,1,2,10,7,2,False,841,-0.3035657780227797,10,0.12317347526550293,"[-0.4464739835815207, -0.3471346633305854, -0.3295199641578363, -0.31622057819921345, -0.3122770733938364, -0.30934419619094466, -0.30662992351118407, -0.3041533287454388, -0.30366145409751344, -0.30356577802277973]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.16356182098388672, 0.5941586494445801, 0.8408730030059814, 0.6588280200958252, 0.8546464443206787, 0.9204263687133789, 0.5961334705352783, 0.28507566452026367, 0.18299436569213867, 0.11586618423461914]"
3,4,8,1,2,10,7,2,False,841,-0.2840164346655088,10,0.06315779685974121,"[-0.5747261132848356, -0.3736832252019017, -0.31253072665288517, -0.30353106635240396, -0.2959513784222772, -0.29027958660787384, -0.286509989460429, -0.28441335542257606, -0.2840418401443488, -0.28401643466550874]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.13441777229309082, 0.9191174507141113, 0.624352216720581, 0.5235350131988525, 0.6336913108825684, 0.5387561321258545, 0.26117825508117676, 0.18735384941101074, 0.1510181427001953, 0.13630270957946777]"
4,5,8,1,2,10,7,2,False,841,-0.27005738874925084,10,0.05720257759094238,"[-0.38559304727953037, -0.3417860084434791, -0.3079691520383283, -0.2925242031269346, -0.2826003198796782, -0.2721769102094733, -0.27154540263197946, -0.27071849838253875, -0.27028787635800444, -0.2700573887492509]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.1521754264831543, 0.5202031135559082, 0.5115087032318115, 0.5254356861114502, 0.718942403793335, 0.30920910835266113, 0.16519451141357422, 0.2736999988555908, 0.18644022941589355, 0.14206647872924805]"
5,6,8,1,2,10,7,2,False,841,-0.27964220032936593,9,0.062325239181518555,"[-0.4363576658462688, -0.3566556076602689, -0.3089436010804611, -0.29073328913890173, -0.28557244942838605, -0.28167533019589147, -0.27989500840916404, -0.27979326502171226, -0.27964220032936593]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.13516855239868164, 0.6560118198394775, 0.5716595649719238, 0.4669227600097656, 0.5630059242248535, 0.413377046585083, 0.16283345222473145, 0.18127179145812988, 0.12286233901977539]"
6,7,8,1,2,10,7,2,False,841,-0.29335528462731086,10,0.06514096260070801,"[-0.47811021376501606, -0.36617258882246706, -0.322282003508853, -0.3077454986430279, -0.30180068392097076, -0.2976986140360959, -0.2951692811113747, -0.2942853277330082, -0.2935714224979202, -0.2933552846273108]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.16474533081054688, 1.6268126964569092, 0.6997604370117188, 0.6284000873565674, 0.4869813919067383, 0.45797181129455566, 0.35143351554870605, 0.337949275970459, 0.1754918098449707, 0.15070271492004395]"
7,8,8,1,2,10,7,2,False,841,-0.31427744082959347,10,0.07078075408935547,"[-0.5213085907924393, -0.39537023932095205, -0.34454544005661963, -0.32955805371002267, -0.3230423528118073, -0.3204426020198254, -0.3179384164916742, -0.31667517823446323, -0.314868230978606, -0.3142774408295934]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.1380157470703125, 1.353914499282837, 0.9798059463500977, 0.7978332042694092, 0.8617920875549316, 0.7842626571655273, 0.5696046352386475, 0.3830835819244385, 0.19082951545715332, 0.15001177787780762]"
8,9,8,1,2,10,7,2,False,841,-0.3053893822834668,10,0.07152295112609863,"[-0.5798451934359521, -0.4016709115467397, -0.3554392513898436, -0.32703915366945974, -0.318095556229893, -0.30709028573607816, -0.3061451734467818, -0.3056793968956166, -0.3054781105980031, -0.30538938228346674]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.1412370204925537, 1.7490155696868896, 2.20377779006958, 0.9654130935668945, 0.9214346408843994, 0.3330807685852051, 0.3153080940246582, 0.21299314498901367, 0.19567084312438965, 0.1385350227355957]"
9,10,8,1,2,10,7,2,False,841,-0.28984437437982374,10,0.06289243698120117,"[-0.5625535508522224, -0.3769132716018507, -0.3159529486002982, -0.3060766400530975, -0.2991727257964902, -0.295066227671062, -0.291783692920975, -0.29097577300563543, -0.2899800752484231, -0.28984437437982374]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.1536872386932373, 1.0952174663543701, 0.5805332660675049, 0.7293832302093506, 0.7577788829803467, 0.6138870716094971, 0.4512512683868408, 0.3326733112335205, 0.1563422679901123, 0.14105892181396484]"
