,seed,num_timesteps,num_defenders,defense_time_threshold,iteration_number,iteration_time,gap,iterations_to_converge,def_support,defender_actions_size,attacker_actions_size
151,9,8,3,1,10,0.8360731601715088,0.7276131484385204,28,7,26,11
152,9,8,3,1,11,0.8919575214385986,0.2177671732727987,28,7,26,11
153,9,8,3,1,12,0.9281747341156006,0.7888007227911862,28,7,26,11
154,9,8,3,1,13,0.9998829364776611,0.3121223788591624,28,7,26,11
155,9,8,3,1,14,1.0101277828216553,0.5064480783496681,28,7,26,11
156,9,8,3,1,15,1.0871121883392334,0.17063477961146123,28,7,26,11
157,9,8,3,1,16,1.0507020950317383,0.3250931162446762,28,7,26,11
158,9,8,3,1,17,1.162217617034912,0.12204442013778705,28,7,26,11
159,9,8,3,1,18,1.2997946739196777,0.049723877248594395,28,7,26,11
160,9,8,3,1,19,1.3299028873443604,0.04390925924215339,28,7,26,11
161,9,8,3,1,20,1.3502092361450195,0.32124143514738024,28,7,26,11
162,9,8,3,1,21,1.3356170654296875,0.07314438174296145,28,7,26,11
163,9,8,3,1,22,1.3398454189300537,0.11150637733320301,28,7,26,11
164,9,8,3,1,23,1.2992031574249268,0.06702890705482545,28,7,26,11
165,9,8,3,1,24,1.285010814666748,0.024068419954780262,28,7,26,11
166,9,8,3,1,25,1.330137014389038,0.030693561443533857,28,7,26,11
167,9,8,3,1,26,1.2698237895965576,0.0260177518574235,28,7,26,11
168,9,8,3,1,27,1.3185789585113525,0.030658854673227487,28,7,26,11
169,9,8,3,1,28,1.2433106899261475,2.220446049250313e-16,28,7,26,11
170,10,8,3,1,1,0.43004608154296875,0.8539120064037838,25,9,25,12
171,10,8,3,1,2,0.5901381969451904,0.8766255956153601,25,9,25,12
172,10,8,3,1,3,0.5498452186584473,0.8372457614180795,25,9,25,12
173,10,8,3,1,4,0.6978299617767334,0.7139646922597807,25,9,25,12
174,10,8,3,1,5,0.5846080780029297,0.7287838768244367,25,9,25,12
175,10,8,3,1,6,0.647470235824585,0.5553313898603407,25,9,25,12
176,10,8,3,1,7,0.742107629776001,0.5866675568906583,25,9,25,12
177,10,8,3,1,8,0.7117249965667725,0.3577953441122697,25,9,25,12
178,10,8,3,1,9,0.8210785388946533,0.49936767492918016,25,9,25,12
179,10,8,3,1,10,1.0451927185058594,0.7892780131401264,25,9,25,12
180,10,8,3,1,11,0.8698523044586182,0.52985763092957,25,9,25,12
181,10,8,3,1,12,0.9897997379302979,0.32577587873860303,25,9,25,12
182,10,8,3,1,13,1.045161247253418,0.30993525673960787,25,9,25,12
183,10,8,3,1,14,1.2752704620361328,0.6781903932811713,25,9,25,12
184,10,8,3,1,15,1.3196980953216553,0.3612902885818865,25,9,25,12
185,10,8,3,1,16,1.2858543395996094,0.7843325978057578,25,9,25,12
186,10,8,3,1,17,1.417442798614502,0.3838754622935395,25,9,25,12
187,10,8,3,1,18,1.2741179466247559,0.2682874577169715,25,9,25,12
188,10,8,3,1,19,1.2308018207550049,0.22497336067681828,25,9,25,12
189,10,8,3,1,20,1.350266456604004,0.44765445382122604,25,9,25,12
190,10,8,3,1,21,1.160672903060913,0.23507291122791307,25,9,25,12
191,10,8,3,1,22,1.5364608764648438,0.3091700486971954,25,9,25,12
192,10,8,3,1,23,1.338998794555664,0.08333643993415862,25,9,25,12
193,10,8,3,1,24,1.4615583419799805,0.12733186941513108,25,9,25,12
194,10,8,3,1,25,1.4727606773376465,2.220446049250313e-16,25,9,25,12
