,num_timesteps,num_attackers,num_defenders,force_return,defense_time_threshold,iteration_number,iteration_time,gap,iterations_to_converge,def_support,defender_actions_size,attacker_actions_size
30,7,1,2,True,1,17,0.1271219253540039,0.057265777074163915,18,8,18,9
31,7,1,2,True,1,18,0.254284143447876,1.1102230246251565e-16,18,8,18,9
32,7,1,2,False,1,1,0.35142946243286133,0.8509795153497519,17,9,17,9
33,7,1,2,False,1,2,0.14298772811889648,0.8509795153497519,17,9,17,9
34,7,1,2,False,1,3,0.12721800804138184,0.6788903281398909,17,9,17,9
35,7,1,2,False,1,4,0.09563732147216797,0.6788903281398909,17,9,17,9
36,7,1,2,False,1,5,0.07956337928771973,0.47129255523345,17,9,17,9
37,7,1,2,False,1,6,0.07929396629333496,0.47129255523345,17,9,17,9
38,7,1,2,False,1,7,0.2536933422088623,0.18339778120660094,17,9,17,9
39,7,1,2,False,1,8,0.11140298843383789,0.43682677040459206,17,9,17,9
40,7,1,2,False,1,9,0.1270909309387207,0.15146323821506358,17,9,17,9
41,7,1,2,False,1,10,0.18974566459655762,0.03824816278625154,17,9,17,9
42,7,1,2,False,1,11,0.11079072952270508,0.4256619144892276,17,9,17,9
43,7,1,2,False,1,12,0.2681150436401367,0.024168709850384107,17,9,17,9
44,7,1,2,False,1,13,0.09500241279602051,0.4186721404366134,17,9,17,9
45,7,1,2,False,1,14,0.2209157943725586,0.07288977999616736,17,9,17,9
46,7,1,2,False,1,15,0.12643885612487793,0.4167062962370927,17,9,17,9
47,7,1,2,False,1,16,0.22192883491516113,0.05726577707416369,17,9,17,9
48,7,1,2,False,1,17,0.3330819606781006,1.1102230246251565e-16,17,9,17,9
49,7,1,2,True,2,1,0.06355476379394531,0.8509795153497519,9,3,7,4
50,7,1,2,True,2,2,0.0794382095336914,0.8509795153497519,9,3,7,4
51,7,1,2,True,2,3,0.1427149772644043,0.21914482134590835,9,3,7,4
52,7,1,2,True,2,4,0.06382274627685547,0.6788903281398909,9,3,7,4
53,7,1,2,True,2,5,0.0793447494506836,0.2741146628204738,9,3,7,4
54,7,1,2,True,2,6,0.0790715217590332,0.011547048439467467,9,3,7,4
55,7,1,2,True,2,7,0.07898831367492676,0.47129255523345,9,3,7,4
56,7,1,2,True,2,8,0.07890629768371582,0.23272371290836594,9,3,7,4
57,7,1,2,True,2,9,0.07929825782775879,0.0,9,3,7,4
58,7,1,2,False,2,1,0.07999634742736816,0.8509795153497519,9,3,7,4
59,7,1,2,False,2,2,0.06373095512390137,0.8509795153497519,9,3,7,4
60,7,1,2,False,2,3,0.1427912712097168,0.21914482134590835,9,3,7,4
61,7,1,2,False,2,4,0.0949094295501709,0.6788903281398909,9,3,7,4
62,7,1,2,False,2,5,0.15926289558410645,0.2741146628204738,9,3,7,4
63,7,1,2,False,2,6,0.12714338302612305,0.011547048439467467,9,3,7,4
64,7,1,2,False,2,7,0.11077213287353516,0.47129255523345,9,3,7,4
65,7,1,2,False,2,8,0.07904863357543945,0.23272371290836594,9,3,7,4
66,7,1,2,False,2,9,0.11156392097473145,0.0,9,3,7,4
67,7,1,3,True,1,1,0.12675046920776367,0.8509795153497519,23,10,23,12
68,7,1,3,True,1,2,0.11112141609191895,0.8509795153497519,23,10,23,12
69,7,1,3,True,1,3,0.09532737731933594,0.6788903281398909,23,10,23,12
70,7,1,3,True,1,4,0.09543442726135254,0.6788903281398909,23,10,23,12
71,7,1,3,True,1,5,0.12689208984375,0.47129255523345,23,10,23,12
72,7,1,3,True,1,6,0.1434469223022461,0.47129255523345,23,10,23,12
73,7,1,3,True,1,7,0.11108589172363281,0.43682677040459206,23,10,23,12
74,7,1,3,True,1,8,0.1751086711883545,0.43682677040459206,23,10,23,12
75,7,1,3,True,1,9,0.20540595054626465,0.24064609608574603,23,10,23,12
76,7,1,3,True,1,10,0.2695009708404541,0.30181591862358614,23,10,23,12
77,7,1,3,True,1,11,0.14216136932373047,0.44136293929661136,23,10,23,12
78,7,1,3,True,1,12,0.2368152141571045,0.23021303698862813,23,10,23,12
79,7,1,3,True,1,13,0.19012022018432617,0.4186721404366133,23,10,23,12
80,7,1,3,True,1,14,0.2692544460296631,0.22962999534975093,23,10,23,12
81,7,1,3,True,1,15,0.6230409145355225,0.2025020629812149,23,10,23,12
82,7,1,3,True,1,16,0.13755154609680176,0.39541449999493283,23,10,23,12
83,7,1,3,True,1,17,0.36389994621276855,0.16692953539068253,23,10,23,12
84,7,1,3,True,1,18,0.1427149772644043,0.3800842782297264,23,10,23,12
85,7,1,3,True,1,19,0.31745052337646484,0.14992499124428957,23,10,23,12
86,7,1,3,True,1,20,0.3796374797821045,0.1002164685260668,23,10,23,12
87,7,1,3,True,1,21,0.44152021408081055,0.14951346167576618,23,10,23,12
88,7,1,3,True,1,22,0.5847799777984619,0.04981092652437963,23,10,23,12
89,7,1,3,True,1,23,0.5053179264068604,1.1102230246251565e-16,23,10,23,12
90,7,1,3,False,1,1,0.09526944160461426,0.8509795153497519,25,10,25,12
91,7,1,3,False,1,2,0.14258885383605957,0.8509795153497519,25,10,25,12
92,7,1,3,False,1,3,0.110931396484375,0.6788903281398909,25,10,25,12
93,7,1,3,False,1,4,0.11064004898071289,0.6788903281398909,25,10,25,12
94,7,1,3,False,1,5,0.11085200309753418,0.47129255523345,25,10,25,12
95,7,1,3,False,1,6,0.11075472831726074,0.47129255523345,25,10,25,12
96,7,1,3,False,1,7,0.18972086906433105,0.43682677040459206,25,10,25,12
97,7,1,3,False,1,8,0.20691156387329102,0.44136293929661136,25,10,25,12
98,7,1,3,False,1,9,0.17446208000183105,0.4256619144892276,25,10,25,12
99,7,1,3,False,1,10,0.1420273780822754,0.4256619144892276,25,10,25,12
100,7,1,3,False,1,11,0.41060876846313477,0.230629931882053,25,10,25,12
101,7,1,3,False,1,12,0.19093561172485352,0.4186721404366133,25,10,25,12
102,7,1,3,False,1,13,0.41008806228637695,0.23004080149444117,25,10,25,12
103,7,1,3,False,1,14,0.14292430877685547,0.41670629623709265,25,10,25,12
104,7,1,3,False,1,15,0.444324254989624,0.2091408017530898,25,10,25,12
105,7,1,3,False,1,16,0.19102740287780762,0.3954144999949328,25,10,25,12
106,7,1,3,False,1,17,0.20556211471557617,0.24492227469326233,25,10,25,12
107,7,1,3,False,1,18,0.4247744083404541,0.19517123666679587,25,10,25,12
108,7,1,3,False,1,19,0.22214484214782715,0.3800842782297264,25,10,25,12
109,7,1,3,False,1,20,0.27103590965270996,0.14550091564372739,25,10,25,12
110,7,1,3,False,1,21,0.14345574378967285,0.17858201213686953,25,10,25,12
111,7,1,3,False,1,22,0.48045969009399414,0.07403840718014609,25,10,25,12
112,7,1,3,False,1,23,0.6246774196624756,0.13286052293962364,25,10,25,12
113,7,1,3,False,1,24,0.5788953304290771,0.06334503184574508,25,10,25,12
114,7,1,3,False,1,25,0.5530674457550049,0.0,25,10,25,12
115,7,1,3,True,2,1,0.18952322006225586,0.8509795153497519,26,10,26,11
116,7,1,3,True,2,2,0.2076115608215332,0.8509795153497519,26,10,26,11
117,7,1,3,True,2,3,0.14161896705627441,0.6788903281398909,26,10,26,11
118,7,1,3,True,2,4,0.1262955665588379,0.6788903281398909,26,10,26,11
119,7,1,3,True,2,5,0.12719225883483887,0.47129255523345,26,10,26,11
120,7,1,3,True,2,6,0.2072148323059082,0.47129255523345,26,10,26,11
121,7,1,3,True,2,7,0.11064743995666504,0.2317163752424036,26,10,26,11
122,7,1,3,True,2,8,0.15858197212219238,0.44136293929661147,26,10,26,11
123,7,1,3,True,2,9,0.14234232902526855,0.2333190056445228,26,10,26,11
124,7,1,3,True,2,10,0.11087799072265625,0.43682677040459217,26,10,26,11
125,7,1,3,True,2,11,0.39566469192504883,0.11680749694643877,26,10,26,11
126,7,1,3,True,2,12,0.2381267547607422,0.18856433852480106,26,10,26,11
127,7,1,3,True,2,13,0.11086654663085938,0.4256619144892277,26,10,26,11
128,7,1,3,True,2,14,0.2372734546661377,0.22261617952180723,26,10,26,11
129,7,1,3,True,2,15,0.1583404541015625,0.4186721404366133,26,10,26,11
130,7,1,3,True,2,16,0.19008326530456543,0.1907451011671922,26,10,26,11
131,7,1,3,True,2,17,0.11049127578735352,0.41670629623709277,26,10,26,11
132,7,1,3,True,2,18,0.26955080032348633,0.07247487945571718,26,10,26,11
133,7,1,3,True,2,19,0.14275217056274414,0.39541449999493283,26,10,26,11
134,7,1,3,True,2,20,0.2222902774810791,0.045823833690401106,26,10,26,11
135,7,1,3,True,2,21,0.17422795295715332,0.05183035484922516,26,10,26,11
136,7,1,3,True,2,22,0.14224767684936523,0.0552971662461294,26,10,26,11
137,7,1,3,True,2,23,0.1908555030822754,0.06428752425331768,26,10,26,11
138,7,1,3,True,2,24,0.1429884433746338,0.0771400321085039,26,10,26,11
139,7,1,3,True,2,25,0.1732933521270752,0.0385564524652382,26,10,26,11
140,7,1,3,True,2,26,0.5585496425628662,1.1102230246251565e-16,26,10,26,11
141,7,1,3,False,2,1,0.2061784267425537,0.8509795153497519,23,9,23,11
142,7,1,3,False,2,2,0.17491722106933594,0.8509795153497519,23,9,23,11
143,7,1,3,False,2,3,0.17479181289672852,0.6788903281398909,23,9,23,11
144,7,1,3,False,2,4,0.3980419635772705,0.6788903281398909,23,9,23,11
145,7,1,3,False,2,5,0.15875792503356934,0.47129255523345,23,9,23,11
146,7,1,3,False,2,6,0.1266014575958252,0.47129255523345,23,9,23,11
147,7,1,3,False,2,7,0.11088705062866211,0.23171637524240363,23,9,23,11
148,7,1,3,False,2,8,0.17476487159729004,0.4413629392966114,23,9,23,11
149,7,1,3,False,2,9,0.23776841163635254,0.2758373302742963,23,9,23,11
150,7,1,3,False,2,10,0.09587335586547852,0.4368267704045921,23,9,23,11
151,7,1,3,False,2,11,0.1272892951965332,0.14401286239189676,23,9,23,11
152,7,1,3,False,2,12,0.12746357917785645,0.43391256347344453,23,9,23,11
153,7,1,3,False,2,13,0.221482515335083,0.19123019602749197,23,9,23,11
154,7,1,3,False,2,14,0.0947580337524414,0.4256619144892276,23,9,23,11
155,7,1,3,False,2,15,0.22064423561096191,0.18614318423506604,23,9,23,11
156,7,1,3,False,2,16,0.1745741367340088,0.41867214043661327,23,9,23,11
157,7,1,3,False,2,17,0.09498262405395508,0.2229822541971516,23,9,23,11
158,7,1,3,False,2,18,0.14269804954528809,0.41670629623709265,23,9,23,11
159,7,1,3,False,2,19,0.20927071571350098,0.06874387589448899,23,9,23,11
160,7,1,3,False,2,20,0.4450068473815918,0.3954144999949328,23,9,23,11
161,7,1,3,False,2,21,0.2659895420074463,0.05536920318617694,23,9,23,11
162,7,1,3,False,2,22,0.22559380531311035,0.06438490988832363,23,9,23,11
163,7,1,3,False,2,23,0.4311254024505615,1.6653345369377348e-16,23,9,23,11
164,7,2,1,True,1,1,0.04245877265930176,0.6788903281398908,5,3,4,4
165,7,2,1,True,1,2,0.034905433654785156,0.8509795153497518,5,3,4,4
166,7,2,1,True,1,3,0.0638437271118164,0.4056325752062572,5,3,4,4
167,7,2,1,True,1,4,0.04560279846191406,0.23069186978537592,5,3,4,4
168,7,2,1,True,1,5,0.04127836227416992,0.0,5,3,4,4
169,7,2,1,False,1,1,0.08170080184936523,0.6788903281398908,5,3,4,4
170,7,2,1,False,1,2,0.047986507415771484,0.8509795153497518,5,3,4,4
171,7,2,1,False,1,3,0.09777235984802246,0.4056325752062572,5,3,4,4
172,7,2,1,False,1,4,0.061537981033325195,0.23069186978537592,5,3,4,4
173,7,2,1,False,1,5,0.06316661834716797,0.0,5,3,4,4
174,7,2,1,True,2,1,0.032064199447631836,0.6788903281398908,7,4,5,4
175,7,2,1,True,2,2,0.047873735427856445,0.6788903281398908,7,4,5,4
176,7,2,1,True,2,3,0.07724308967590332,0.06692407638703202,7,4,5,4
177,7,2,1,True,2,4,0.03467369079589844,0.47129255523344993,7,4,5,4
178,7,2,1,True,2,5,0.07965826988220215,0.006089822795210864,7,4,5,4
179,7,2,1,True,2,6,0.033483266830444336,0.4413629392966114,7,4,5,4
180,7,2,1,True,2,7,0.04590320587158203,4.440892098500626e-16,7,4,5,4
181,7,2,1,False,2,1,0.04819440841674805,0.6788903281398908,7,4,6,4
182,7,2,1,False,2,2,0.08008599281311035,0.6788903281398908,7,4,6,4
183,7,2,1,False,2,3,0.07994365692138672,0.06692407638703202,7,4,6,4
184,7,2,1,False,2,4,0.08005285263061523,0.47129255523344993,7,4,6,4
185,7,2,1,False,2,5,0.06381034851074219,0.006089822795210864,7,4,6,4
186,7,2,1,False,2,6,0.07962608337402344,0.4413629392966114,7,4,6,4
187,7,2,1,False,2,7,0.04187321662902832,4.440892098500626e-16,7,4,6,4
188,7,2,2,True,1,1,0.0955052375793457,1.150182883373341,13,8,12,13
189,7,2,2,True,1,2,0.16179442405700684,1.150182883373341,13,8,12,13
190,7,2,2,True,1,3,0.10963106155395508,0.2613837218219113,13,8,12,13
191,7,2,2,True,1,4,0.15995121002197266,0.9597105071543093,13,8,12,13
192,7,2,2,True,1,5,0.17556524276733398,0.3491981134785338,13,8,12,13
193,7,2,2,True,1,6,0.19078612327575684,0.2977310811353543,13,8,12,13
194,7,2,2,True,1,7,0.2549417018890381,0.17608052759148407,13,8,12,13
195,7,2,2,True,1,8,0.24878144264221191,0.08788689695162799,13,8,12,13
196,7,2,2,True,1,9,0.21036386489868164,0.30838818715378913,13,8,12,13
197,7,2,2,True,1,10,0.2540242671966553,0.1911888934958469,13,8,12,13
198,7,2,2,True,1,11,0.23816251754760742,0.322277250180782,13,8,12,13
199,7,2,2,True,1,12,0.36222028732299805,0.0018747398504721513,13,8,12,13
200,7,2,2,True,1,13,0.2895829677581787,4.440892098500626e-16,13,8,12,13
201,7,2,2,False,1,1,0.14165377616882324,1.150182883373341,18,10,14,18
202,7,2,2,False,1,2,0.07973361015319824,1.150182883373341,18,10,14,18
203,7,2,2,False,1,3,0.14301490783691406,0.2613837218219113,18,10,14,18
204,7,2,2,False,1,4,0.13308191299438477,0.9597105071543093,18,10,14,18
205,7,2,2,False,1,5,0.2641716003417969,0.3491981134785338,18,10,14,18
206,7,2,2,False,1,6,0.19295167922973633,0.2977310811353543,18,10,14,18
207,7,2,2,False,1,7,0.20342397689819336,0.1760805275914843,18,10,14,18
208,7,2,2,False,1,8,0.2075026035308838,0.096137545935845,18,10,14,18
209,7,2,2,False,1,9,0.1782543659210205,0.45761507713363336,18,10,14,18
210,7,2,2,False,1,10,0.2721071243286133,0.1754272004216617,18,10,14,18
211,7,2,2,False,1,11,0.21830463409423828,0.0878868969516281,18,10,14,18
212,7,2,2,False,1,12,0.23470592498779297,0.17228312870600326,18,10,14,18
213,7,2,2,False,1,13,0.34972691535949707,0.0408426464823074,18,10,14,18
214,7,2,2,False,1,14,0.29137611389160156,0.11095041222387092,18,10,14,18
215,7,2,2,False,1,15,0.31394338607788086,0.018370405982655713,18,10,14,18
216,7,2,2,False,1,16,0.4564497470855713,0.01837040598265538,18,10,14,18
217,7,2,2,False,1,17,0.3172273635864258,0.06911181132924415,18,10,14,18
218,7,2,2,False,1,18,0.330904483795166,7.771561172376096e-16,18,10,14,18
219,7,2,2,True,2,1,0.0935208797454834,0.6788903281398908,9,5,6,8
220,7,2,2,True,2,2,0.09020113945007324,0.8509795153497518,9,5,6,8
221,7,2,2,True,2,3,0.08356666564941406,0.5068011409300297,9,5,6,8
222,7,2,2,True,2,4,0.16181087493896484,0.47129255523344993,9,5,6,8
223,7,2,2,True,2,5,0.34876489639282227,0.09160559511714794,9,5,6,8
224,7,2,2,True,2,6,0.09736013412475586,0.05597919963400355,9,5,6,8
225,7,2,2,True,2,7,0.07978177070617676,0.06577211912063907,9,5,6,8
226,7,2,2,True,2,8,0.1281130313873291,0.025348612890278455,9,5,6,8
227,7,2,2,True,2,9,0.1093745231628418,0.0,9,5,6,8
228,7,2,2,False,2,1,0.12804603576660156,0.6788903281398908,9,5,7,8
229,7,2,2,False,2,2,0.09332656860351562,0.8509795153497518,9,5,7,8
230,7,2,2,False,2,3,0.0797872543334961,0.5068011409300297,9,5,7,8
231,7,2,2,False,2,4,0.08019042015075684,0.47129255523344993,9,5,7,8
232,7,2,2,False,2,5,0.10789990425109863,0.09160559511714794,9,5,7,8
233,7,2,2,False,2,6,0.32442212104797363,0.05597919963400355,9,5,7,8
234,7,2,2,False,2,7,0.15941643714904785,0.06577211912063907,9,5,7,8
235,7,2,2,False,2,8,0.17728161811828613,0.025348612890278455,9,5,7,8
236,7,2,2,False,2,9,0.14761805534362793,0.0,9,5,7,8
237,7,2,3,True,1,1,0.141679048538208,1.150182883373341,18,10,18,18
238,7,2,3,True,1,2,0.14355039596557617,1.150182883373341,18,10,18,18
239,7,2,3,True,1,3,0.1777172088623047,0.5875180466665346,18,10,18,18
240,7,2,3,True,1,4,0.3982515335083008,0.9126554945300613,18,10,18,18
241,7,2,3,True,1,5,0.30251216888427734,0.6646472920853128,18,10,18,18
242,7,2,3,True,1,6,0.1761336326599121,0.9322769817711118,18,10,18,18
243,7,2,3,True,1,7,0.2861328125,0.45192562733006825,18,10,18,18
244,7,2,3,True,1,8,0.3657534122467041,0.38395375861946535,18,10,18,18
245,7,2,3,True,1,9,0.6822769641876221,0.31840285820077563,18,10,18,18
246,7,2,3,True,1,10,0.490307092666626,0.34637341166837626,18,10,18,18
247,7,2,3,True,1,11,0.41066431999206543,0.4244840577799028,18,10,18,18
248,7,2,3,True,1,12,0.61586594581604,0.23380637943368998,18,10,18,18
249,7,2,3,True,1,13,0.7268872261047363,0.14163038753085744,18,10,18,18
250,7,2,3,True,1,14,0.19009923934936523,0.8077757918071042,18,10,18,18
251,7,2,3,True,1,15,0.7779746055603027,0.12627909862276143,18,10,18,18
252,7,2,3,True,1,16,0.665189266204834,0.16934344927970757,18,10,18,18
253,7,2,3,True,1,17,0.6639895439147949,0.07649240390780443,18,10,18,18
254,7,2,3,True,1,18,0.4442882537841797,2.220446049250313e-16,18,10,18,18
255,7,2,3,False,1,1,0.14249920845031738,1.150182883373341,15,11,15,15
256,7,2,3,False,1,2,0.15944504737854004,1.150182883373341,15,11,15,15
257,7,2,3,False,1,3,0.270965576171875,0.5800676708433676,15,11,15,15
258,7,2,3,False,1,4,0.15831971168518066,0.9126554945300613,15,11,15,15
259,7,2,3,False,1,5,0.36504578590393066,0.44309079263187356,15,11,15,15
260,7,2,3,False,1,6,0.17407655715942383,0.9240263327868949,15,11,15,15
261,7,2,3,False,1,7,0.49092769622802734,0.43141797411938887,15,11,15,15
262,7,2,3,False,1,8,0.5535671710968018,0.43050976963520166,15,11,15,15
263,7,2,3,False,1,9,0.29996371269226074,0.477470717228602,15,11,15,15
264,7,2,3,False,1,10,0.6309568881988525,0.2875461437412722,15,11,15,15
265,7,2,3,False,1,11,0.6931557655334473,0.18544756399579432,15,11,15,15
266,7,2,3,False,1,12,0.5049483776092529,0.21912425189451568,15,11,15,15
267,7,2,3,False,1,13,0.36235785484313965,0.3651076145654575,15,11,15,15
268,7,2,3,False,1,14,0.758049488067627,0.010421263344559728,15,11,15,15
269,7,2,3,False,1,15,0.551194429397583,8.881784197001252e-16,15,11,15,15
270,7,2,3,True,2,1,0.1902759075164795,1.150182883373341,18,10,18,18
271,7,2,3,True,2,2,0.11163520812988281,1.150182883373341,18,10,18,18
272,7,2,3,True,2,3,0.14193201065063477,0.5520553848565801,18,10,18,18
273,7,2,3,True,2,4,0.1582472324371338,0.9597105071543093,18,10,18,18
274,7,2,3,True,2,5,0.2846381664276123,0.5815777749659363,18,10,18,18
275,7,2,3,True,2,6,0.26928281784057617,0.2871564228804503,18,10,18,18
276,7,2,3,True,2,7,0.1583254337310791,0.5160216603100527,18,10,18,18
277,7,2,3,True,2,8,0.3315696716308594,0.2812682731810917,18,10,18,18
278,7,2,3,True,2,9,0.41106152534484863,0.2756676063730392,18,10,18,18
279,7,2,3,True,2,10,0.25365281105041504,0.5591771961594204,18,10,18,18
280,7,2,3,True,2,11,0.23764920234680176,0.18630163299245983,18,10,18,18
281,7,2,3,True,2,12,0.17450690269470215,0.8396934697874421,18,10,18,18
282,7,2,3,True,2,13,0.47264695167541504,0.171051140993855,18,10,18,18
283,7,2,3,True,2,14,0.39481425285339355,0.17698532393841904,18,10,18,18
284,7,2,3,True,2,15,0.7562406063079834,0.03375320657174463,18,10,18,18
285,7,2,3,True,2,16,0.4736919403076172,0.061496023234692054,18,10,18,18
286,7,2,3,True,2,17,0.3145170211791992,0.03237608670893721,18,10,18,18
287,7,2,3,True,2,18,0.4267449378967285,2.220446049250313e-16,18,10,18,18
288,7,2,3,False,2,1,0.15802574157714844,1.150182883373341,15,9,15,15
289,7,2,3,False,2,2,0.11061406135559082,1.150182883373341,15,9,15,15
290,7,2,3,False,2,3,0.22171521186828613,0.5446050090334134,15,9,15,15
291,7,2,3,False,2,4,0.42676806449890137,0.950776787089801,15,9,15,15
292,7,2,3,False,2,5,0.17372798919677734,0.4994746467017648,15,9,15,15
293,7,2,3,False,2,6,0.19084835052490234,0.3723588131145348,15,9,15,15
294,7,2,3,False,2,7,0.1900177001953125,0.30541757146230564,15,9,15,15
295,7,2,3,False,2,8,0.29957056045532227,0.18799725137216794,15,9,15,15
296,7,2,3,False,2,9,0.25229430198669434,0.11913051130124508,15,9,15,15
297,7,2,3,False,2,10,0.1748206615447998,0.8492418585733084,15,9,15,15
298,7,2,3,False,2,11,0.3943490982055664,0.17384338734659044,15,9,15,15
299,7,2,3,False,2,12,0.15809130668640137,0.4399639366787732,15,9,15,15
300,7,2,3,False,2,13,0.29946374893188477,0.07296413138396474,15,9,15,15
301,7,2,3,False,2,14,0.39937806129455566,0.13018358020316878,15,9,15,15
302,7,2,3,False,2,15,0.40430331230163574,3.3306690738754696e-16,15,9,15,15
303,7,3,1,True,1,1,0.07961177825927734,0.47129255523344993,5,3,5,5
304,7,3,1,True,1,2,0.047690629959106445,0.8509795153497517,5,3,5,5
305,7,3,1,True,1,3,0.07934260368347168,0.021373350124205936,5,3,5,5
306,7,3,1,True,1,4,0.04766440391540527,0.21914482134590818,5,3,5,5
307,7,3,1,True,1,5,0.09488868713378906,0.0,5,3,5,5
308,7,3,1,False,1,1,0.06331682205200195,0.47129255523344993,5,3,5,5
309,7,3,1,False,1,2,0.03159594535827637,0.8509795153497517,5,3,5,5
310,7,3,1,False,1,3,0.07919859886169434,0.021373350124205936,5,3,5,5
311,7,3,1,False,1,4,0.26879143714904785,0.21914482134590818,5,3,5,5
312,7,3,1,False,1,5,0.047677040100097656,0.0,5,3,5,5
313,7,3,1,True,2,1,0.07907462120056152,0.47129255523344993,7,4,6,7
314,7,3,1,True,2,2,0.0821845531463623,0.6788903281398908,7,4,6,7
315,7,3,1,True,2,3,0.04484152793884277,0.11235818456588342,7,4,6,7
316,7,3,1,True,2,4,0.09556698799133301,0.10391853683722574,7,4,6,7
317,7,3,1,True,2,5,0.07938909530639648,0.008963226027936422,7,4,6,7
318,7,3,1,True,2,6,0.06367135047912598,0.04819087873145955,7,4,6,7
319,7,3,1,True,2,7,0.03179645538330078,1.3322676295501878e-15,7,4,6,7
320,7,3,1,False,2,1,0.07914137840270996,0.47129255523344993,7,4,5,7
321,7,3,1,False,2,2,0.06376361846923828,0.6788903281398908,7,4,5,7
322,7,3,1,False,2,3,0.0789327621459961,0.11235818456588342,7,4,5,7
323,7,3,1,False,2,4,0.09482812881469727,0.10391853683722574,7,4,5,7
324,7,3,1,False,2,5,0.06335115432739258,0.008963226027936422,7,4,5,7
325,7,3,1,False,2,6,0.07971310615539551,0.04819087873145955,7,4,5,7
326,7,3,1,False,2,7,0.04787468910217285,4.440892098500626e-16,7,4,5,7
327,7,3,2,True,1,1,0.1754608154296875,0.9126554945300615,14,8,14,14
328,7,3,2,True,1,2,0.15871334075927734,1.150182883373341,14,8,14,14
329,7,3,2,True,1,3,0.4591548442840576,0.42999386934385475,14,8,14,14
330,7,3,2,True,1,4,0.12769699096679688,0.9582271629129678,14,8,14,14
331,7,3,2,True,1,5,0.23672986030578613,0.7016829296098741,14,8,14,14
332,7,3,2,True,1,6,0.18990349769592285,0.42045744583623734,14,8,14,14
333,7,3,2,True,1,7,0.15863776206970215,0.5525522230040567,14,8,14,14
334,7,3,2,True,1,8,0.2217094898223877,0.17735116700159015,14,8,14,14
335,7,3,2,True,1,9,0.25383710861206055,0.11188501191512357,14,8,14,14
336,7,3,2,True,1,10,0.28708624839782715,0.08314803634298618,14,8,14,14
337,7,3,2,True,1,11,0.15899395942687988,1.281160825330433,14,8,14,14
338,7,3,2,True,1,12,0.36919426918029785,0.055882036451403216,14,8,14,14
339,7,3,2,True,1,13,0.33289527893066406,0.003751511539968888,14,8,14,14
340,7,3,2,True,1,14,0.2502176761627197,6.661338147750939e-16,14,8,14,14
341,7,3,2,False,1,1,0.16073012351989746,0.9126554945300615,16,8,16,16
342,7,3,2,False,1,2,0.1522982120513916,1.150182883373341,16,8,16,16
343,7,3,2,False,1,3,0.21048831939697266,0.42999386934385475,16,8,16,16
344,7,3,2,False,1,4,0.14371204376220703,0.9582271629129678,16,8,16,16
345,7,3,2,False,1,5,0.20275497436523438,0.7016829296098741,16,8,16,16
346,7,3,2,False,1,6,0.25829100608825684,0.42045744583623734,16,8,16,16
