,seed,num_timesteps,num_attackers,num_defenders,num_clusters,dims,force_return,defense_time_threshold,iteration_number,iteration_time,gap,iterations_to_converge,def_support,defender_actions_size,attacker_actions_size
67,10,8,1,1,10,7,True,1,3,0.023211002349853516,0.8215107950989208,7,3,7,4
68,10,8,1,1,10,7,True,1,4,0.024180889129638672,0.8215107950989208,7,3,7,4
69,10,8,1,1,10,7,True,1,5,0.027513504028320312,0.19529804088493602,7,3,7,4
70,10,8,1,1,10,7,True,1,6,0.01344609260559082,0.6463032159897627,7,3,7,4
71,10,8,1,1,10,7,True,1,7,0.017873764038085938,0.0,7,3,7,4
72,1,8,1,2,10,7,True,1,1,0.021309614181518555,0.7480194536056324,19,6,18,7
73,1,8,1,2,10,7,True,1,2,0.029520273208618164,0.7480194536056324,19,6,18,7
74,1,8,1,2,10,7,True,1,3,0.022376060485839844,0.5789363106476968,19,6,18,7
75,1,8,1,2,10,7,True,1,4,0.03902864456176758,0.5789363106476968,19,6,18,7
76,1,8,1,2,10,7,True,1,5,0.03238725662231445,0.479729247289293,19,6,18,7
77,1,8,1,2,10,7,True,1,6,0.03999209403991699,0.479729247289293,19,6,18,7
78,1,8,1,2,10,7,True,1,7,0.023751258850097656,0.5508176909751721,19,6,18,7
79,1,8,1,2,10,7,True,1,8,0.18997764587402344,0.20408197172736917,19,6,18,7
80,1,8,1,2,10,7,True,1,9,0.04887747764587402,0.38190857191170996,19,6,18,7
81,1,8,1,2,10,7,True,1,10,0.20056867599487305,0.17007809114814249,19,6,18,7
82,1,8,1,2,10,7,True,1,11,0.05023932456970215,0.32527314692520287,19,6,18,7
83,1,8,1,2,10,7,True,1,12,0.05752444267272949,0.30127279602332635,19,6,18,7
84,1,8,1,2,10,7,True,1,13,0.07499957084655762,0.13769915374764288,19,6,18,7
85,1,8,1,2,10,7,True,1,14,0.12407326698303223,0.13750659142410512,19,6,18,7
86,1,8,1,2,10,7,True,1,15,0.04486536979675293,0.2585782006212282,19,6,18,7
87,1,8,1,2,10,7,True,1,16,0.022874116897583008,0.2585782006212283,19,6,18,7
88,1,8,1,2,10,7,True,1,17,0.1543741226196289,0.1586278075606964,19,6,18,7
89,1,8,1,2,10,7,True,1,18,0.18371176719665527,0.11406028048754191,19,6,18,7
90,1,8,1,2,10,7,True,1,19,0.173964262008667,1.1102230246251565e-16,19,6,18,7
91,2,8,1,2,10,7,True,1,1,0.04450249671936035,0.8875960730370515,10,5,10,5
92,2,8,1,2,10,7,True,1,2,0.04508161544799805,0.8875960730370515,10,5,10,5
93,2,8,1,2,10,7,True,1,3,0.04388141632080078,0.5334253322911658,10,5,10,5
94,2,8,1,2,10,7,True,1,4,0.040033578872680664,0.7029594737560723,10,5,10,5
95,2,8,1,2,10,7,True,1,5,0.05765962600708008,0.249379139670383,10,5,10,5
96,2,8,1,2,10,7,True,1,6,0.03620481491088867,0.22999919919377643,10,5,10,5
97,2,8,1,2,10,7,True,1,7,0.09139609336853027,0.2280056211831921,10,5,10,5
98,2,8,1,2,10,7,True,1,8,0.05487656593322754,0.199109569259105,10,5,10,5
99,2,8,1,2,10,7,True,1,9,0.07000541687011719,0.12463116116185038,10,5,10,5
100,2,8,1,2,10,7,True,1,10,0.10426998138427734,5.551115123125783e-17,10,5,10,5
101,3,8,1,2,10,7,True,1,1,0.042775869369506836,0.996266695986951,9,5,9,5
102,3,8,1,2,10,7,True,1,2,0.04118061065673828,0.996266695986951,9,5,9,5
103,3,8,1,2,10,7,True,1,3,0.02743387222290039,0.5699336651201145,9,5,9,5
104,3,8,1,2,10,7,True,1,4,0.0447998046875,0.6145287845854179,9,5,9,5
105,3,8,1,2,10,7,True,1,5,0.029386281967163086,0.45642788405742696,9,5,9,5
106,3,8,1,2,10,7,True,1,6,0.023818016052246094,0.3625372229384479,9,5,9,5
107,3,8,1,2,10,7,True,1,7,0.039633989334106445,0.16805380338578335,9,5,9,5
108,3,8,1,2,10,7,True,1,8,0.025439023971557617,0.32456429989782953,9,5,9,5
109,3,8,1,2,10,7,True,1,9,0.12662959098815918,0.0,9,5,9,5
110,4,8,1,2,10,7,True,1,1,0.020826101303100586,0.9963226582506655,23,7,23,7
111,4,8,1,2,10,7,True,1,2,0.045022010803222656,0.9963226582506655,23,7,23,7
112,4,8,1,2,10,7,True,1,3,0.04270625114440918,0.9905307204164386,23,7,23,7
113,4,8,1,2,10,7,True,1,4,0.04204368591308594,0.9905307204164386,23,7,23,7
114,4,8,1,2,10,7,True,1,5,0.04303169250488281,0.7321875423219977,23,7,23,7
115,4,8,1,2,10,7,True,1,6,0.0230252742767334,0.7321875423219977,23,7,23,7
116,4,8,1,2,10,7,True,1,7,0.027417421340942383,0.5918874101359785,23,7,23,7
117,4,8,1,2,10,7,True,1,8,0.021729707717895508,0.6053030924102751,23,7,23,7
118,4,8,1,2,10,7,True,1,9,0.0550227165222168,0.36493865579963236,23,7,23,7
119,4,8,1,2,10,7,True,1,10,0.04354095458984375,0.2255298434805215,23,7,23,7
120,4,8,1,2,10,7,True,1,11,0.022810935974121094,0.4453578911926958,23,7,23,7
121,4,8,1,2,10,7,True,1,12,0.18399667739868164,0.1807006724058725,23,7,23,7
122,4,8,1,2,10,7,True,1,13,0.17065095901489258,0.13223558795350276,23,7,23,7
123,4,8,1,2,10,7,True,1,14,0.19425106048583984,0.19404350974295326,23,7,23,7
124,4,8,1,2,10,7,True,1,15,0.2167491912841797,0.1932372033406311,23,7,23,7
125,4,8,1,2,10,7,True,1,16,0.2058253288269043,0.19016338514388975,23,7,23,7
126,4,8,1,2,10,7,True,1,17,0.16101670265197754,0.1458781616432695,23,7,23,7
127,4,8,1,2,10,7,True,1,18,0.051486968994140625,0.33186750569602785,23,7,23,7
128,4,8,1,2,10,7,True,1,19,0.1061563491821289,0.16225750367029268,23,7,23,7
129,4,8,1,2,10,7,True,1,20,0.06967878341674805,0.16113308062114196,23,7,23,7
130,4,8,1,2,10,7,True,1,21,0.026727914810180664,0.3174812356605815,23,7,23,7
131,4,8,1,2,10,7,True,1,22,0.23778915405273438,0.1587233328008803,23,7,23,7
132,4,8,1,2,10,7,True,1,23,0.19550800323486328,5.551115123125783e-17,23,7,23,7
133,5,8,1,2,10,7,True,1,1,0.043550729751586914,0.9478793454913114,15,4,14,6
134,5,8,1,2,10,7,True,1,2,0.04219937324523926,0.9478793454913114,15,4,14,6
135,5,8,1,2,10,7,True,1,3,0.04293036460876465,0.833767430652015,15,4,14,6
136,5,8,1,2,10,7,True,1,4,0.020619630813598633,0.833767430652015,15,4,14,6
137,5,8,1,2,10,7,True,1,5,0.03895926475524902,0.6659444794487315,15,4,14,6
138,5,8,1,2,10,7,True,1,6,0.04892921447753906,0.6659444794487315,15,4,14,6
139,5,8,1,2,10,7,True,1,7,0.030737876892089844,0.5643499150654296,15,4,14,6
140,5,8,1,2,10,7,True,1,8,0.024523496627807617,0.5643499150654296,15,4,14,6
141,5,8,1,2,10,7,True,1,9,0.05912423133850098,0.3784967974887391,15,4,14,6
142,5,8,1,2,10,7,True,1,10,0.045772552490234375,0.5316845081789898,15,4,14,6
143,5,8,1,2,10,7,True,1,11,0.047894954681396484,0.4365080933197297,15,4,14,6
144,5,8,1,2,10,7,True,1,12,0.04847407341003418,0.3471240358832814,15,4,14,6
145,5,8,1,2,10,7,True,1,13,0.05299019813537598,0.34175531492613603,15,4,14,6
146,5,8,1,2,10,7,True,1,14,0.05634498596191406,0.3072799080867251,15,4,14,6
147,5,8,1,2,10,7,True,1,15,0.09380555152893066,5.551115123125783e-17,15,4,14,6
148,6,8,1,2,10,7,True,1,1,0.0419306755065918,0.9197735185482694,16,6,15,8
149,6,8,1,2,10,7,True,1,2,0.045081377029418945,0.9197735185482694,16,6,15,8
150,6,8,1,2,10,7,True,1,3,0.04778170585632324,0.6972194147032792,16,6,15,8
151,6,8,1,2,10,7,True,1,4,0.042281389236450195,0.6972194147032792,16,6,15,8
152,6,8,1,2,10,7,True,1,5,0.02139878273010254,0.6664560662150822,16,6,15,8
153,6,8,1,2,10,7,True,1,6,0.028857707977294922,0.6664560662150822,16,6,15,8
154,6,8,1,2,10,7,True,1,7,0.024658918380737305,0.593393446152466,16,6,15,8
155,6,8,1,2,10,7,True,1,8,0.009325265884399414,0.593393446152466,16,6,15,8
156,6,8,1,2,10,7,True,1,9,0.021300077438354492,0.46906273942574267,16,6,15,8
157,6,8,1,2,10,7,True,1,10,0.024096250534057617,0.4690627394257427,16,6,15,8
158,6,8,1,2,10,7,True,1,11,0.023716449737548828,0.3724086148247445,16,6,15,8
159,6,8,1,2,10,7,True,1,12,0.06620216369628906,0.2566763429128014,16,6,15,8
160,6,8,1,2,10,7,True,1,13,0.04574775695800781,0.3211204286683172,16,6,15,8
161,6,8,1,2,10,7,True,1,14,0.18172192573547363,0.053397079772865785,16,6,15,8
162,6,8,1,2,10,7,True,1,15,0.18258237838745117,0.05180135501748534,16,6,15,8
163,6,8,1,2,10,7,True,1,16,0.1630229949951172,0.0,16,6,15,8
164,7,8,1,2,10,7,True,1,1,0.028933286666870117,0.7974715297793745,12,6,12,6
165,7,8,1,2,10,7,True,1,2,0.028249263763427734,0.7974715297793745,12,6,12,6
166,7,8,1,2,10,7,True,1,3,0.03232288360595703,0.5506151792068547,12,6,12,6
167,7,8,1,2,10,7,True,1,4,0.0369267463684082,0.7397473786339075,12,6,12,6
168,7,8,1,2,10,7,True,1,5,0.059270620346069336,0.27247326837599595,12,6,12,6
169,7,8,1,2,10,7,True,1,6,0.02599167823791504,0.5123986070534453,12,6,12,6
170,7,8,1,2,10,7,True,1,7,0.0676734447479248,0.3217110646577884,12,6,12,6
171,7,8,1,2,10,7,True,1,8,0.030260801315307617,0.4482760050727584,12,6,12,6
172,7,8,1,2,10,7,True,1,9,0.029097795486450195,0.3613900308631669,12,6,12,6
173,7,8,1,2,10,7,True,1,10,0.05769920349121094,0.11105548604458865,12,6,12,6
174,7,8,1,2,10,7,True,1,11,0.1587221622467041,0.07845759178857079,12,6,12,6
175,7,8,1,2,10,7,True,1,12,0.09067535400390625,0.0,12,6,12,6
176,8,8,1,2,10,7,True,1,1,0.02586817741394043,0.90179941464502,20,7,19,8
177,8,8,1,2,10,7,True,1,2,0.02533864974975586,0.90179941464502,20,7,19,8
178,8,8,1,2,10,7,True,1,3,0.0325620174407959,0.8974269987615588,20,7,19,8
179,8,8,1,2,10,7,True,1,4,0.044327735900878906,0.8974269987615588,20,7,19,8
180,8,8,1,2,10,7,True,1,5,0.028936386108398438,0.4939305226577251,20,7,19,8
181,8,8,1,2,10,7,True,1,6,0.041552066802978516,0.5199201408178739,20,7,19,8
182,8,8,1,2,10,7,True,1,7,0.03012871742248535,0.5396517579656891,20,7,19,8
183,8,8,1,2,10,7,True,1,8,0.08165454864501953,0.24745465849324844,20,7,19,8
184,8,8,1,2,10,7,True,1,9,0.010520219802856445,0.44445095060719986,20,7,19,8
185,8,8,1,2,10,7,True,1,10,0.2026972770690918,0.18515255667232683,20,7,19,8
186,8,8,1,2,10,7,True,1,11,0.0486907958984375,0.4154202043159372,20,7,19,8
187,8,8,1,2,10,7,True,1,12,0.19120526313781738,0.19010510409397946,20,7,19,8
188,8,8,1,2,10,7,True,1,13,0.10704398155212402,0.24393116492757638,20,7,19,8
189,8,8,1,2,10,7,True,1,14,0.2312607765197754,0.11168366632296903,20,7,19,8
190,8,8,1,2,10,7,True,1,15,0.20536541938781738,0.1670420337352925,20,7,19,8
191,8,8,1,2,10,7,True,1,16,0.04844307899475098,0.32168249236364155,20,7,19,8
192,8,8,1,2,10,7,True,1,17,0.07581210136413574,0.15665541082637185,20,7,19,8
193,8,8,1,2,10,7,True,1,18,0.02748870849609375,0.2993230300338987,20,7,19,8
194,8,8,1,2,10,7,True,1,19,0.26142168045043945,0.03730333571033201,20,7,19,8
195,8,8,1,2,10,7,True,1,20,0.213179349899292,5.551115123125783e-17,20,7,19,8
196,9,8,1,2,10,7,True,1,1,0.041988372802734375,0.9878429808760185,19,7,19,8
197,9,8,1,2,10,7,True,1,2,0.04483389854431152,0.9878429808760185,19,7,19,8
198,9,8,1,2,10,7,True,1,3,0.04739809036254883,0.8338899538999192,19,7,19,8
199,9,8,1,2,10,7,True,1,4,0.021575212478637695,0.8338899538999192,19,7,19,8
200,9,8,1,2,10,7,True,1,5,0.02567577362060547,0.494348931575381,19,7,19,8
201,9,8,1,2,10,7,True,1,6,0.02350592613220215,0.494348931575381,19,7,19,8
202,9,8,1,2,10,7,True,1,7,0.02312612533569336,0.4723254702437903,19,7,19,8
203,9,8,1,2,10,7,True,1,8,0.02519083023071289,0.4354846390815194,19,7,19,8
204,9,8,1,2,10,7,True,1,9,0.03250932693481445,0.5741708522875896,19,7,19,8
205,9,8,1,2,10,7,True,1,10,0.057985544204711914,0.3631215313462163,19,7,19,8
206,9,8,1,2,10,7,True,1,11,0.03256487846374512,0.28316054982201927,19,7,19,8
207,9,8,1,2,10,7,True,1,12,0.08406949043273926,0.1772233841322507,19,7,19,8
208,9,8,1,2,10,7,True,1,13,0.10335087776184082,0.1463920894474405,19,7,19,8
209,9,8,1,2,10,7,True,1,14,0.05254721641540527,0.24097922697090227,19,7,19,8
210,9,8,1,2,10,7,True,1,15,0.0699310302734375,0.1587197806086314,19,7,19,8
211,9,8,1,2,10,7,True,1,16,0.13682889938354492,0.07831192253310951,19,7,19,8
212,9,8,1,2,10,7,True,1,17,0.1819014549255371,0.0667225561054261,19,7,19,8
213,9,8,1,2,10,7,True,1,18,0.16609644889831543,0.0386779320742528,19,7,19,8
214,9,8,1,2,10,7,True,1,19,0.17715120315551758,5.551115123125783e-17,19,7,19,8
215,10,8,1,2,10,7,True,1,1,0.0423121452331543,0.9860110951755563,15,5,13,6
216,10,8,1,2,10,7,True,1,2,0.04454493522644043,0.9860110951755563,15,5,13,6
217,10,8,1,2,10,7,True,1,3,0.025045394897460938,0.8215107950989208,15,5,13,6
218,10,8,1,2,10,7,True,1,4,0.03377389907836914,0.8215107950989208,15,5,13,6
219,10,8,1,2,10,7,True,1,5,0.030812978744506836,0.4510051751048267,15,5,13,6
220,10,8,1,2,10,7,True,1,6,0.036553144454956055,0.44813773107391,15,5,13,6
221,10,8,1,2,10,7,True,1,7,0.053902626037597656,0.9708075222351503,15,5,13,6
222,10,8,1,2,10,7,True,1,8,0.044873714447021484,0.6463032159897627,15,5,13,6
223,10,8,1,2,10,7,True,1,9,0.02307271957397461,0.3904040646182933,15,5,13,6
224,10,8,1,2,10,7,True,1,10,0.02660346031188965,0.38799818027079663,15,5,13,6
225,10,8,1,2,10,7,True,1,11,0.06111335754394531,0.2246355254648526,15,5,13,6
226,10,8,1,2,10,7,True,1,12,0.05006814002990723,0.025806482236179873,15,5,13,6
227,10,8,1,2,10,7,True,1,13,0.023573637008666992,0.29144383401794444,15,5,13,6
228,10,8,1,2,10,7,True,1,14,0.12950706481933594,0.09410067322566462,15,5,13,6
229,10,8,1,2,10,7,True,1,15,0.16148066520690918,1.1102230246251565e-16,15,5,13,6
