,num_timesteps,num_defenders,num_clusters,dims,defense_time_threshold,defender_utility,support,runtime
0,7,1,7,10,1,-0.4050901422401007,4,0.009192705154418945
1,7,1,7,10,2,-0.417577539836378,4,0.006567478179931641
2,7,1,7,10,1,-0.3679027604075122,5,0.004027128219604492
3,7,1,7,10,2,-0.7870642706108324,1,0.003050565719604492
4,7,1,7,10,1,-0.3535178086464145,5,0.0035059452056884766
5,7,1,7,10,2,-0.7871720987363848,1,0.003123760223388672
6,7,1,7,10,1,-0.3625453827451846,4,0.003893613815307617
7,7,1,7,10,2,-0.7871720987363848,1,0.003074169158935547
8,7,1,8,10,1,-0.3513339293267887,4,0.005504131317138672
9,7,1,8,10,2,-0.3730183031345372,4,0.0045719146728515625
10,7,1,8,10,1,-0.36311339062706127,4,0.007001638412475586
11,7,1,8,10,2,-0.9944106882092186,1,0.006000518798828125
12,7,1,8,10,1,-0.40283612696601195,4,0.005006074905395508
13,7,1,8,10,2,-0.6575224438198554,2,0.00450897216796875
14,7,1,8,10,1,-0.36781692083864737,4,0.004504203796386719
15,7,1,8,10,2,-0.9945217652275987,1,0.004319429397583008
16,7,1,9,10,1,-0.3476449055204144,5,0.009516239166259766
17,7,1,9,10,2,-0.3696769156577261,4,0.008053779602050781
18,7,1,9,10,1,-0.3598273252169905,4,0.008525848388671875
19,7,1,9,10,2,-0.9861933360506167,1,0.00551152229309082
20,7,1,9,10,1,-0.40009597554306303,4,0.009505748748779297
21,7,1,9,10,2,-0.649305585592352,2,0.004553556442260742
22,7,1,9,10,1,-0.36451876520783244,4,0.007019758224487305
23,7,1,9,10,2,-0.9861933360506167,1,0.00400090217590332
24,7,1,10,10,1,-0.3920083045451374,5,0.009376764297485352
25,7,1,10,10,2,-0.7916678345306137,2,0.007379293441772461
26,7,1,10,10,1,-0.43010558549169037,4,0.01405644416809082
27,7,1,10,10,2,-0.8215871255952675,1,0.005419254302978516
28,7,1,10,10,1,-0.5104589451410441,4,0.0076541900634765625
29,7,1,10,10,2,-0.8214453751618246,1,0.006504535675048828
30,7,1,10,10,1,-0.42322978358900853,3,0.007603883743286133
31,7,1,10,10,2,-0.658481250344788,2,0.005510091781616211
32,7,2,7,10,1,-0.22121953603439432,7,0.022263765335083008
33,7,2,7,10,2,-0.260830227034927,6,0.02852177619934082
34,7,2,7,10,1,-0.24757750841159143,6,0.012578010559082031
35,7,2,7,10,2,-0.7868945718774466,1,0.0039997100830078125
36,7,2,7,10,1,-0.2788860898249571,6,0.008884906768798828
37,7,2,7,10,2,-0.7871101816309602,1,0.0065212249755859375
38,7,2,7,10,1,-0.2776746239679462,6,0.009551525115966797
39,7,2,7,10,2,-0.7871101816309602,1,0.004000425338745117
40,7,2,8,10,1,-0.2072312338891331,8,0.0370943546295166
41,7,2,8,10,2,-0.28855868317023714,7,0.01255488395690918
42,7,2,8,10,1,-0.22276659796863887,7,0.025650739669799805
43,7,2,8,10,2,-0.9943008772739582,1,0.006540775299072266
44,7,2,8,10,1,-0.4028129767625769,3,0.022066354751586914
45,7,2,8,10,2,-0.6574874573454671,2,0.009512662887573242
46,7,2,8,10,1,-0.23043963027050876,7,0.014554262161254883
47,7,2,8,10,2,-0.9945229819692637,1,0.005023956298828125
48,7,2,9,10,1,-0.18454845565458683,8,0.07997989654541016
49,7,2,9,10,2,-0.29121810632211903,6,0.04279637336730957
50,7,2,9,10,1,-0.21617201921758392,6,0.06024909019470215
51,7,2,9,10,2,-0.9860853502278535,1,0.01508641242980957
52,7,2,9,10,1,-0.4000737380376588,3,0.024623632431030273
53,7,2,9,10,2,-0.6492724241207566,2,0.015813827514648438
54,7,2,9,10,1,-0.2300846167509963,7,0.025197982788085938
55,7,2,9,10,2,-0.9860853502278535,1,0.006440877914428711
56,7,2,10,10,1,-0.2148030509682287,9,0.141190767288208
57,7,2,10,10,2,-0.791585169882181,2,0.044506072998046875
58,7,2,10,10,1,-0.2756611005504446,8,0.0858924388885498
59,7,2,10,10,2,-0.8214959812058953,1,0.01523900032043457
60,7,2,10,10,1,-0.5102419948220653,4,0.04362630844116211
61,7,2,10,10,2,-0.8212125606889717,1,0.02858710289001465
62,7,2,10,10,1,-0.28225840391682644,6,0.04808211326599121
63,7,2,10,10,2,-0.6584363335068926,2,0.010269880294799805
64,7,3,7,10,1,-0.15183120310644033,6,0.27236151695251465
65,7,3,7,10,2,-0.17420860653775858,6,0.16525006294250488
66,7,3,7,10,1,-0.18890365556871533,7,0.13389253616333008
67,7,3,7,10,2,-0.7867249463056906,1,0.006676197052001953
68,7,3,7,10,1,-0.2789036893734999,4,0.09049248695373535
69,7,3,7,10,2,-0.7870482912196439,1,0.02675342559814453
70,7,3,7,10,1,-0.2777381746690858,6,0.03407549858093262
71,7,3,7,10,2,-0.7870482912196439,1,0.006518125534057617
72,7,3,8,10,1,-0.13857061576703253,7,0.558042049407959
73,7,3,8,10,2,-0.28849460716341585,6,0.09352898597717285
74,7,3,8,10,1,-0.17071858202018717,8,0.3243844509124756
75,7,3,8,10,2,-0.9941911151069147,1,0.03513693809509277
76,7,3,8,10,1,-0.4027898419758881,3,0.1437978744506836
77,7,3,8,10,2,-0.6574524864089482,2,0.03174567222595215
78,7,3,8,10,1,-0.18701514545904876,8,0.11773014068603516
79,7,3,8,10,2,-0.9945241981705606,1,0.0145111083984375
80,7,3,9,10,1,-0.11756879424455116,7,1.9739692211151123
81,7,3,9,10,2,-0.2911534397760905,5,0.27884459495544434
82,7,3,9,10,1,-0.15329943334843138,7,0.5738258361816406
83,7,3,9,10,2,-0.9859774123627554,1,0.10527873039245605
84,7,3,9,10,1,-0.40005151534119465,3,0.2729475498199463
85,7,3,9,10,2,-0.6492392773765272,2,0.07807779312133789
86,7,3,9,10,1,-0.17634549500312827,7,0.20555615425109863
87,7,3,9,10,2,-0.9859774123627554,1,0.03500652313232422
88,7,3,10,10,1,-0.14009412077742034,9,4.6040942668914795
89,7,3,10,10,2,-0.7915025520781865,2,0.30988478660583496
90,7,3,10,10,1,-0.19956572657572794,9,1.1310124397277832
91,7,3,10,10,2,-0.8214048884662645,1,0.14015769958496094
92,7,3,10,10,1,-0.5100252288369913,4,0.6958341598510742
93,7,3,10,10,2,-0.8209798781475233,1,0.22585821151733398
94,7,3,10,10,1,-0.22003828071328127,7,0.5899500846862793
95,7,3,10,10,2,-0.65839144212249,2,0.07923507690429688
96,8,1,7,10,1,-0.40504647154724105,4,0.00599980354309082
97,8,1,7,10,2,-0.4050901422401007,4,0.00599980354309082
98,8,1,7,10,1,-0.36786309869576794,5,0.004999876022338867
99,8,1,7,10,2,-0.3679027604075122,5,0.004510164260864258
100,8,1,7,10,1,-0.3302385815612465,5,0.005075693130493164
101,8,1,7,10,2,-0.3535178086464145,5,0.004079341888427734
102,8,1,7,10,1,-0.3581530797275636,5,0.005512714385986328
103,8,1,7,10,2,-0.3625453827451846,4,0.0045130252838134766
104,8,1,8,10,1,-0.3512949128691269,4,0.0056569576263427734
105,8,1,8,10,2,-0.3513339293267887,4,0.00604248046875
106,8,1,8,10,1,-0.33549338533050566,5,0.006505727767944336
107,8,1,8,10,2,-0.36311339062706127,4,0.006049394607543945
108,8,1,8,10,1,-0.40279139106839307,4,0.004521369934082031
109,8,1,8,10,2,-0.40283612696601195,4,0.005032777786254883
110,8,1,8,10,1,-0.34293562130778454,4,0.005514621734619141
111,8,1,8,10,2,-0.36781692083864737,4,0.008521080017089844
112,8,1,9,10,1,-0.34760629873750687,5,0.008561134338378906
113,8,1,9,10,2,-0.3476449055204144,5,0.012608766555786133
114,8,1,9,10,1,-0.3319364415822515,4,0.00700068473815918
115,8,1,9,10,2,-0.3598273252169905,4,0.0060002803802490234
116,8,1,9,10,1,-0.4000515439456926,4,0.008620262145996094
117,8,1,9,10,2,-0.40009597554306303,4,0.008038997650146484
118,8,1,9,10,1,-0.33933597641247915,4,0.006522178649902344
119,8,1,9,10,2,-0.36451876520783244,4,0.005510807037353516
120,8,1,10,10,1,-0.3687908530396641,5,0.01317143440246582
121,8,1,10,10,2,-0.39525528150032385,6,0.009702682495117188
122,8,1,10,10,1,-0.3801672233683785,5,0.012505769729614258
123,8,1,10,10,2,-0.43010558549169037,4,0.007642269134521484
124,8,1,10,10,1,-0.510386607871994,4,0.00798940658569336
125,8,1,10,10,2,-0.5104589451410441,4,0.006503582000732422
126,8,1,10,10,1,-0.37045950092040825,4,0.008000850677490234
127,8,1,10,10,2,-0.4266229923238758,5,0.006616353988647461
128,8,2,7,10,1,-0.18203069368364014,5,0.05185580253601074
129,8,2,7,10,2,-0.22121953603439432,7,0.020101547241210938
130,8,2,7,10,1,-0.23833375028306186,7,0.01654505729675293
131,8,2,7,10,2,-0.24757750841159143,6,0.016016721725463867
132,8,2,7,10,1,-0.278825985182166,6,0.014635801315307617
133,8,2,7,10,2,-0.2788860898249571,6,0.009511947631835938
134,8,2,7,10,1,-0.2776147804164223,5,0.00950479507446289
135,8,2,7,10,2,-0.2776746239679462,6,0.008505105972290039
136,8,2,8,10,1,-0.19769222169218395,7,0.09778857231140137
137,8,2,8,10,2,-0.2072312338891331,8,0.03366661071777344
138,8,2,8,10,1,-0.190040242625443,7,0.09839344024658203
139,8,2,8,10,2,-0.22276659796863887,7,0.05161309242248535
140,8,2,8,10,1,-0.40272354983338965,3,0.019027233123779297
141,8,2,8,10,2,-0.4028129767625769,3,0.013017654418945312
142,8,2,8,10,1,-0.2000208512165156,8,0.03349876403808594
143,8,2,8,10,2,-0.23043963027050876,7,0.014511585235595703
144,8,2,9,10,1,-0.18152056666841435,7,0.15129756927490234
145,8,2,9,10,2,-0.19553640796967817,6,0.06559324264526367
146,8,2,9,10,1,-0.16713099472471624,8,0.11408734321594238
147,8,2,9,10,2,-0.21617201921758392,6,0.0609745979309082
148,8,2,9,10,1,-0.39998491923611784,3,0.0401308536529541
149,8,2,9,10,2,-0.4000737380376588,3,0.031036376953125
150,8,2,9,10,1,-0.18934020884267908,7,0.05863618850708008
151,8,2,9,10,2,-0.2300846167509963,7,0.031183481216430664
152,8,2,10,10,1,-0.20527985080094735,9,0.37009191513061523
153,8,2,10,10,2,-0.2504376505928684,8,0.11808013916015625
154,8,2,10,10,1,-0.2204902190923335,7,0.10452485084533691
155,8,2,10,10,2,-0.28565108924000293,8,0.0940394401550293
156,8,2,10,10,1,-0.5100974636983083,4,0.07142043113708496
157,8,2,10,10,2,-0.5102419948220653,4,0.07629156112670898
158,8,2,10,10,1,-0.22865351709984091,8,0.08567523956298828
159,8,2,10,10,2,-0.2934789431552433,8,0.0724785327911377
160,8,3,7,10,1,-0.1338391395894446,7,0.694706916809082
161,8,3,7,10,2,-0.15183120310644033,6,0.27133846282958984
162,8,3,7,10,1,-0.15935926969592512,7,0.16888046264648438
163,8,3,7,10,2,-0.18890365556871533,7,0.172868013381958
164,8,3,7,10,1,-0.27881356556620757,4,0.17209506034851074
165,8,3,7,10,2,-0.2789036893734999,4,0.06061124801635742
166,8,3,7,10,1,-0.2776484274814892,6,0.07976436614990234
167,8,3,7,10,2,-0.2777381746690858,6,0.029045581817626953
168,8,3,8,10,1,-0.13219862932574855,7,1.2787666320800781
169,8,3,8,10,2,-0.13857061576703253,7,0.541968584060669
170,8,3,8,10,1,-0.1271920354690053,8,1.4600749015808105
171,8,3,8,10,2,-0.17071858202018717,8,0.34908318519592285
172,8,3,8,10,1,-0.4026557688163148,3,0.26334142684936523
173,8,3,8,10,2,-0.4027898419758881,3,0.1379399299621582
174,8,3,8,10,1,-0.14534798306369193,8,0.401538610458374
175,8,3,8,10,2,-0.18701514545904876,8,0.11298465728759766
176,8,3,9,10,1,-0.11752966014018977,8,5.346140623092651
177,8,3,9,10,2,-0.13025884761139073,8,1.5660912990570068
178,8,3,9,10,1,-0.11192598184857278,8,2.227200508117676
179,8,3,9,10,2,-0.15329943334843138,7,0.5697150230407715
180,8,3,9,10,1,-0.399918353664647,3,0.4662203788757324
181,8,3,9,10,2,-0.40005151534119465,3,0.2772364616394043
182,8,3,9,10,1,-0.13222776892672333,8,0.6699278354644775
183,8,3,9,10,2,-0.17634549500312827,7,0.22617626190185547
184,8,3,10,10,1,-0.13742451753596005,9,20.858651399612427
185,8,3,10,10,2,-0.1794233131933453,9,3.4581875801086426
186,8,3,10,10,1,-0.147618000742716,8,2.724381446838379
187,8,3,10,10,2,-0.21452808213943633,8,0.979743480682373
188,8,3,10,10,1,-0.5098086469509899,4,1.0898966789245605
189,8,3,10,10,2,-0.5100252288369913,4,0.6887283325195312
190,8,3,10,10,1,-0.16626955958223602,9,1.4939732551574707
191,8,3,10,10,2,-0.23372368434933022,8,0.4562649726867676
192,9,1,7,10,1,-0.3429231827371725,5,0.006505489349365234
193,9,1,7,10,2,-0.4050901422401007,4,0.005001068115234375
194,9,1,7,10,1,-0.36786309869576794,5,0.005463838577270508
195,9,1,7,10,2,-0.3679027604075122,5,0.005505800247192383
196,9,1,7,10,1,-0.3302385815612465,5,0.005510568618774414
197,9,1,7,10,2,-0.3535178086464145,5,0.003999948501586914
198,9,1,7,10,1,-0.3581530797275636,5,0.003511667251586914
199,9,1,7,10,2,-0.3625453827451846,4,0.0040547847747802734
200,9,1,8,10,1,-0.2942945001286649,6,0.008571386337280273
201,9,1,8,10,2,-0.3513339293267887,4,0.006510734558105469
202,9,1,8,10,1,-0.33549338533050566,5,0.00957179069519043
203,9,1,8,10,2,-0.36311339062706127,4,0.004999876022338867
204,9,1,8,10,1,-0.37177820783624127,4,0.006516695022583008
205,9,1,8,10,2,-0.40283612696601195,4,0.006514072418212891
206,9,1,8,10,1,-0.34293562130778454,4,0.007000446319580078
207,9,1,8,10,2,-0.36781692083864737,4,0.005014657974243164
208,9,1,9,10,1,-0.2921302839439293,5,0.010748863220214844
209,9,1,9,10,2,-0.3476449055204144,5,0.007521390914916992
210,9,1,9,10,1,-0.3319364415822515,4,0.007509946823120117
211,9,1,9,10,2,-0.3598273252169905,4,0.006000995635986328
212,9,1,9,10,1,-0.368435403078219,4,0.006545543670654297
213,9,1,9,10,2,-0.40009597554306303,4,0.006512165069580078
214,9,1,9,10,1,-0.33933597641247915,4,0.007069826126098633
215,9,1,9,10,2,-0.36451876520783244,4,0.0065653324127197266
216,9,1,10,10,1,-0.31225195606877165,7,0.01483464241027832
217,9,1,10,10,2,-0.3920083045451374,5,0.011510848999023438
218,9,1,10,10,1,-0.3801672233683785,5,0.012323617935180664
219,9,1,10,10,2,-0.43010558549169037,4,0.009779691696166992
220,9,1,10,10,1,-0.43894765658725227,4,0.014318704605102539
221,9,1,10,10,2,-0.5104589451410441,4,0.00862264633178711
222,9,1,10,10,1,-0.37045950092040825,4,0.008936643600463867
223,9,1,10,10,2,-0.42322978358900853,3,0.00751805305480957
224,9,2,7,10,1,-0.18200862969117945,7,0.09491491317749023
225,9,2,7,10,2,-0.22121953603439432,7,0.027099609375
226,9,2,7,10,1,-0.23833375028306186,7,0.02327561378479004
227,9,2,7,10,2,-0.24757750841159143,6,0.017711639404296875
228,9,2,7,10,1,-0.2031146634380853,6,0.01765155792236328
229,9,2,7,10,2,-0.2788860898249571,6,0.012568950653076172
230,9,2,7,10,1,-0.24658448565392657,6,0.026163101196289062
231,9,2,7,10,2,-0.2776746239679462,6,0.008512496948242188
232,9,2,8,10,1,-0.16585631124896696,7,0.16657471656799316
233,9,2,8,10,2,-0.2072312338891331,8,0.0346074104309082
234,9,2,8,10,1,-0.19004024262544295,7,0.08085250854492188
235,9,2,8,10,2,-0.22276659796863887,7,0.04983162879943848
236,9,2,8,10,1,-0.22560946458029568,8,0.027642250061035156
237,9,2,8,10,2,-0.4028129767625769,3,0.026182174682617188
238,9,2,8,10,1,-0.2000208512165156,7,0.032610416412353516
239,9,2,8,10,2,-0.23043963027050876,7,0.015328168869018555
240,9,2,9,10,1,-0.1658162224035425,8,0.35440850257873535
241,9,2,9,10,2,-0.18454845565458683,8,0.08599662780761719
242,9,2,9,10,1,-0.16713099472471626,7,0.1084449291229248
243,9,2,9,10,2,-0.21617201921758392,6,0.06066107749938965
244,9,2,9,10,1,-0.21708381872003107,7,0.055141448974609375
245,9,2,9,10,2,-0.4000737380376588,3,0.026804685592651367
246,9,2,9,10,1,-0.1893402088426791,7,0.09386682510375977
247,9,2,9,10,2,-0.2300846167509963,7,0.034149885177612305
248,9,2,10,10,1,-0.189822823695327,9,0.6765811443328857
249,9,2,10,10,2,-0.2148030509682287,9,0.1435844898223877
250,9,2,10,10,1,-0.2204902190923335,8,0.12923455238342285
251,9,2,10,10,2,-0.2756611005504446,8,0.06131386756896973
252,9,2,10,10,1,-0.2676880688014424,7,0.08423113822937012
253,9,2,10,10,2,-0.5102419948220653,4,0.04342365264892578
254,9,2,10,10,1,-0.228653517099841,7,0.09042620658874512
255,9,2,10,10,2,-0.28225840391682644,6,0.05613088607788086
256,9,3,7,10,1,-0.13383913958944457,7,3.2446861267089844
257,9,3,7,10,2,-0.15183120310644033,6,0.27347230911254883
258,9,3,7,10,1,-0.1593592696959251,7,0.30789875984191895
259,9,3,7,10,2,-0.18890365556871533,7,0.12839865684509277
260,9,3,7,10,1,-0.1294855428706931,6,0.20753812789916992
261,9,3,7,10,2,-0.2789036893734999,4,0.09978199005126953
262,9,3,7,10,1,-0.18308914465767734,7,0.13586997985839844
263,9,3,7,10,2,-0.2777381746690858,6,0.06617140769958496
264,9,3,8,10,1,-0.11234346272374107,8,7.16103720664978
265,9,3,8,10,2,-0.13857061576703253,7,0.5479626655578613
266,9,3,8,10,1,-0.1271920354690053,8,1.65480375289917
267,9,3,8,10,2,-0.17071858202018717,8,0.3427743911743164
268,9,3,8,10,1,-0.1730030844018099,8,0.2884058952331543
269,9,3,8,10,2,-0.4027898419758881,3,0.13514423370361328
270,9,3,8,10,1,-0.14534798306369195,8,0.4841315746307373
