,num_timesteps,num_attackers,num_defenders,defense_time_threshold,interval_number,iteration_times,gaps,iteration_number
60,8,1,2,1,61,0.2921421527862549,0.0018672357093026393,305
61,8,1,2,1,62,0.3741331100463867,0.0021189328869804513,310
62,8,1,2,1,63,0.39638805389404297,0.0020462035002967727,315
63,8,1,2,1,64,0.3256371021270752,0.0016517204820879483,320
64,8,1,2,1,65,0.296921968460083,0.0013045740539599504,325
65,8,1,2,1,66,0.27817606925964355,0.0011157577144021436,330
66,8,1,2,1,67,0.2833900451660156,0.0014423443477150077,335
67,8,1,2,1,68,0.3150906562805176,0.0015929494837135794,340
68,8,1,2,1,69,0.285045862197876,0.0017253693760748146,345
69,8,1,2,1,70,0.2753174304962158,0.0016748708951169755,350
70,8,1,2,1,71,0.3348209857940674,0.0013039141970873636,355
71,8,1,2,1,72,0.3518080711364746,0.0010824161369871743,360
72,8,1,2,1,73,0.2788264751434326,0.0009230425752675409,365
73,8,1,2,1,74,0.30591678619384766,0.0010778896791017178,370
74,8,1,2,1,75,0.36688709259033203,0.0013345772711366166,375
75,8,1,2,1,76,0.35041022300720215,0.0015420322408907783,380
76,8,1,2,1,77,0.37458300590515137,0.0013507314493706457,385
77,8,1,2,1,78,0.27722907066345215,0.0010615073074638492,390
78,8,1,2,1,79,0.31150221824645996,0.0009071871380486041,395
79,8,1,2,1,80,0.3165912628173828,0.0007445188386804857,400
80,8,1,2,1,81,0.27776002883911133,0.001036073258508019,405
81,8,1,2,1,82,0.2789015769958496,0.0011489159438056729,410
82,8,1,2,1,83,0.328371524810791,0.001260601305191067,415
83,8,1,2,1,84,0.2775702476501465,0.0011826494278239785,420
84,8,1,2,1,85,0.28908634185791016,0.0009087421206067092,425
85,8,1,2,1,86,0.3150908946990967,0.0008061586552748912,430
86,8,1,2,1,87,0.3768272399902344,0.0006343864429400048,435
87,8,1,2,1,88,0.4127047061920166,0.0007959989354742181,440
88,8,1,2,1,89,0.302717924118042,0.0010391233207694972,445
89,8,1,2,1,90,0.2855513095855713,0.001172726644723232,450
90,8,1,2,1,91,0.3084757328033447,0.0009515065372027731,455
91,8,1,2,1,92,0.3756253719329834,0.0007318279452361853,460
92,8,1,2,1,93,0.2902109622955322,0.000710625578712154,465
93,8,1,2,1,94,0.29420995712280273,0.0005578887580878766,470
94,8,1,2,1,95,0.31176161766052246,0.00076663363275975,475
95,8,1,2,1,96,0.2855355739593506,0.0008904095895139741,480
96,8,1,2,1,97,0.2827024459838867,0.0009603723616359305,485
97,8,1,2,1,98,0.32582879066467285,0.0008942215960390798,490
98,8,1,2,1,99,0.3317856788635254,0.000647205955718988,495
99,8,1,2,1,100,0.28559136390686035,0.0006261888376248859,500
100,8,1,2,1,101,0.2873673439025879,0.00046413114304966196,505
101,8,1,2,1,102,0.32344889640808105,0.0006179051898334009,510
102,8,1,2,1,103,0.28801465034484863,0.0008486368433415215,515
103,8,1,2,1,104,0.33838796615600586,0.000910523472763658,520
104,8,1,2,1,105,0.30774831771850586,0.0007162912345060057,525
105,8,1,2,1,106,0.3652379512786865,0.0005267147925605564,530
106,8,1,2,1,107,0.2787618637084961,0.0005932268291486964,535
107,8,1,2,1,108,0.31368494033813477,0.00043123922599791475,540
108,8,1,2,1,109,0.304065465927124,0.0005918576406878651,545
109,8,1,2,1,110,0.2705962657928467,0.0007232541780513579,550
110,8,1,2,1,111,0.28736424446105957,0.0007643891659991353,555
111,8,1,2,1,112,0.4010303020477295,0.0007135553509314829,560
112,8,1,2,1,113,0.29266858100891113,0.0005187599359873785,565
113,8,1,2,1,114,0.42311716079711914,0.0005087248286402835,570
114,8,1,2,1,115,0.3206782341003418,0.0003474889359112443,575
115,8,1,2,1,116,0.301403284072876,0.0005026116538247583,580
116,8,1,2,1,117,0.3786301612854004,0.0006997050756872292,585
117,8,1,2,1,118,0.33394837379455566,0.0007253618682274698,590
118,8,1,2,1,119,0.42176151275634766,0.0005673176751705977,595
119,8,1,2,1,120,0.3361237049102783,0.0004038316732738467,600
120,8,1,2,1,121,0.36165928840637207,0.000513617729795024,605
121,8,1,2,1,122,0.3738124370574951,0.00033975597796670476,610
122,8,1,2,1,123,0.3161025047302246,0.0004771407139193551,615
123,8,1,2,1,124,0.32193446159362793,0.0006017473697331188,620
124,8,1,2,1,125,0.31943392753601074,0.0006388476537910193,625
125,8,1,2,1,126,0.2922368049621582,0.000586955228316477,630
126,8,1,2,1,127,0.3443789482116699,0.00043269174668914,635
127,8,1,2,1,128,0.29642367362976074,0.0004284574374372463,640
128,8,1,2,1,129,0.2981228828430176,0.0002748795524684655,645
129,8,1,2,1,130,0.29428696632385254,0.000421058969567345,650
130,8,1,2,1,131,0.34352898597717285,0.0005818083881014013,655
131,8,1,2,1,132,0.28975367546081543,0.00060108739069753,660
132,8,1,2,1,133,0.30528831481933594,0.0004659283722260321,665
133,8,1,2,1,134,0.2982444763183594,0.0003546283494024749,670
134,8,1,2,1,135,0.3537416458129883,0.00044750840861651486,675
135,8,1,2,1,136,0.29566216468811035,0.0002830471221019204,680
136,8,1,2,1,137,0.2912418842315674,0.00038782748291571467,685
137,8,1,2,1,138,0.3063027858734131,0.0005124989308043504,690
138,8,1,2,1,139,0.3358747959136963,0.0005502824423342934,695
139,8,1,2,1,140,0.31778430938720703,0.0004945190913004938,700
140,8,1,2,1,141,0.32405877113342285,0.00036837349482821136,705
141,8,1,2,1,142,0.26669788360595703,0.00036993626481074404,710
142,8,1,2,1,143,0.26893067359924316,0.0002272040429999178,715
143,8,1,2,1,144,0.29500746726989746,0.00035294603366209376,720
144,8,1,2,1,145,0.33351778984069824,0.0004906194709101142,725
145,8,1,2,1,146,0.3476297855377197,0.0005133219488376306,730
146,8,1,2,1,147,0.37243056297302246,0.00039692791524331694,735
147,8,1,2,1,148,0.3314704895019531,0.0003162237811451529,740
148,8,1,2,1,149,0.3327310085296631,0.0003938429113456432,745
149,8,1,2,1,150,0.373748779296875,0.00024392587030797053,750
150,8,1,2,1,151,0.36432623863220215,0.00031903941188410334,755
151,8,1,2,1,152,0.37174081802368164,0.0004364586655502545,760
152,8,1,2,1,153,0.36394309997558594,0.0004856512614164199,765
153,8,1,2,1,154,0.27843308448791504,0.00042537078719989685,770
154,8,1,2,1,155,0.2935349941253662,0.00031623218760773453,775
155,8,1,2,1,156,0.34603357315063477,0.0003263388995019545,780
156,8,1,2,1,157,0.28603243827819824,0.0002055335270120806,785
157,8,1,2,1,158,0.2871236801147461,0.000294938344970741,790
158,8,1,2,1,159,0.33440518379211426,0.00041273216578630034,795
159,8,1,2,1,160,0.38736414909362793,0.00044760069414723214,800
160,8,1,2,1,161,0.3375887870788574,0.0003477382232117687,805
161,8,1,2,1,162,0.3743014335632324,0.0002789528570443789,810
162,8,1,2,1,163,0.413952112197876,0.00035008214529336223,815
163,8,1,2,1,164,0.3516523838043213,0.00022090896334686638,820
164,8,1,2,1,165,0.3956112861633301,0.00026088483971525855,825
165,8,1,2,1,166,0.29436182975769043,0.0003726138848455518,830
166,8,1,2,1,167,0.2813072204589844,0.00043350710484574284,835
167,8,1,2,1,168,0.3682560920715332,0.0003751824771872081,840
168,8,1,2,1,169,0.27871012687683105,0.0002726703989827106,845
169,8,1,2,1,170,0.317396879196167,0.0002920334515721379,850
170,8,1,2,1,171,0.2943713665008545,0.00020436300910642302,855
171,8,1,2,1,172,0.3465919494628906,0.00024161720659759967,860
172,8,1,2,1,173,0.3365135192871094,0.0003493646430884345,865
173,8,1,2,1,174,0.2965357303619385,0.0003964483021077214,870
174,8,1,2,1,175,0.31511354446411133,0.0003150283506946905,875
175,8,1,2,1,176,0.2915365695953369,0.0002431984976593582,880
176,8,1,2,1,177,0.3480398654937744,0.0003138089087345586,885
177,8,1,2,1,178,0.31966686248779297,0.00020985136213108602,890
178,8,1,2,1,179,0.3120536804199219,0.00021004607259034191,895
179,8,1,2,1,180,0.3278687000274658,0.00031720138760865657,900
180,8,1,2,1,181,0.26601147651672363,0.000388265425587897,905
181,8,1,2,1,182,0.3882615566253662,0.0003415213112364368,910
182,8,1,2,1,183,0.2802896499633789,0.00023177065134705188,915
183,8,1,2,1,184,0.2649807929992676,0.0002646798529354899,920
184,8,1,2,1,185,0.2826707363128662,0.00020874031642731383,925
185,8,1,2,1,186,0.2705988883972168,0.00019269065367649718,930
186,8,1,2,1,187,0.28612709045410156,0.00029694407041003235,935
187,8,1,2,1,188,0.3125450611114502,0.0003528923015955199,940
188,8,1,2,1,189,0.3632063865661621,0.0002956464577674178,945
189,8,1,2,1,190,0.31107091903686523,0.00022534566723214633,950
190,8,1,2,1,191,0.3040595054626465,0.0002844381626760928,955
191,8,1,2,1,192,0.3554534912109375,0.00020638625761115748,960
192,8,1,2,1,193,0.33497166633605957,0.0001658102212083179,965
193,8,1,2,1,194,0.2945516109466553,0.00026849391289912594,970
194,8,1,2,1,195,0.2953314781188965,0.00034802868017758115,975
195,8,1,2,1,196,0.38858771324157715,0.0003182031777186345,980
196,8,1,2,1,197,0.3414897918701172,0.00019170643472260496,985
197,8,1,2,1,198,0.31569790840148926,0.00023978500749027853,990
198,8,1,2,1,199,0.3455386161804199,0.00021422582800412204,995
199,8,1,2,1,200,0.3159501552581787,0.0001499109180728153,1000
200,8,1,2,1,201,0.284832239151001,0.00025071613551630456,1005
201,8,1,2,1,202,0.27231526374816895,0.0003132680421689682,1010
202,8,1,2,1,203,0.32868361473083496,0.000284015968115614,1015
203,8,1,2,1,204,0.30155014991760254,0.00022347503022873694,1020
204,8,1,2,1,205,0.3381972312927246,0.00025938033431349705,1025
205,8,1,2,1,206,0.33450746536254883,0.00020599162286827344,1030
206,8,1,2,1,207,0.2928149700164795,0.00012848547237886976,1035
207,8,1,2,1,208,0.2836287021636963,0.0002239465298176646,1040
208,8,1,2,1,209,0.3425750732421875,0.00031099769899184393,1045
209,8,1,2,1,210,0.2792840003967285,0.0002992788997924767,1050
210,8,1,2,1,211,0.32924580574035645,0.00018572917894321694,1055
211,8,1,2,1,212,0.3500955104827881,0.00021333219967839545,1060
212,8,1,2,1,213,0.30112195014953613,0.0002186139363949402,1065
213,8,1,2,1,214,0.373244047164917,0.00011848381661061502,1070
214,8,1,2,1,215,0.3574976921081543,0.00020759700339068043,1075
215,8,1,2,1,216,0.3206148147583008,0.00027550576266205384,1080
216,8,1,2,1,217,0.27100467681884766,0.00027325814723416775,1085
217,8,1,2,1,218,0.35508036613464355,0.000225780243013729,1090
218,8,1,2,1,219,0.32569432258605957,0.00023351290415918324,1095
219,8,1,2,1,220,0.31470608711242676,0.0002043894836876725,1100
220,8,1,2,1,221,0.33117175102233887,9.73188462863872e-05,1105
221,8,1,2,1,222,0.31269383430480957,0.00018057110146207922,1110
222,8,1,2,1,223,0.309084415435791,0.0002744810069444936,1115
223,8,1,2,1,224,0.2847743034362793,0.00028280018772630644,1120
224,8,1,2,1,225,0.29679059982299805,0.00019062015503562568,1125
225,8,1,2,1,226,0.3010439872741699,0.00018444503989034633,1130
226,8,1,2,1,227,0.402271032333374,0.0002201990642304863,1135
227,8,1,2,1,228,0.3502354621887207,0.00013881463744636058,1140
228,8,1,2,1,229,0.3839452266693115,0.0001736859693959314,1145
229,8,1,2,1,230,0.27645421028137207,0.00023717124538064072,1150
230,8,1,2,1,231,0.34793782234191895,0.0002606490818703455,1155
231,8,1,2,1,232,0.3137702941894531,0.0002305279407833205,1160
232,8,1,2,1,233,0.3188900947570801,0.00020339688515436105,1165
233,8,1,2,1,234,0.28824353218078613,0.0001992525917606236,1170
234,8,1,2,1,235,0.2648651599884033,0.00011423317854869497,1175
235,8,1,2,1,236,0.3609597682952881,0.0001389651540401049,1180
236,8,1,2,1,237,0.39725279808044434,0.00023785264311149135,1185
237,8,1,2,1,238,0.3498997688293457,0.00026460605706446483,1190
238,8,1,2,1,239,0.41066575050354004,0.00019757498688455222,1195
239,8,1,2,1,240,0.3645002841949463,0.0001515642822560448,1200
240,8,1,2,1,241,0.3627500534057617,0.00021639038910609143,1205
241,8,1,2,1,242,0.32756996154785156,0.0001572317055972272,1210
242,8,1,2,1,243,0.3601839542388916,0.0001378854590944889,1215
243,8,1,2,1,244,0.3866732120513916,0.0001971669202515125,1220
244,8,1,2,1,245,0.44396448135375977,0.0002439822114987389,1225
245,8,1,2,1,246,0.33338451385498047,0.00023465129170952004,1230
246,8,1,2,1,247,0.3710668087005615,0.00016801988779535648,1235
247,8,1,2,1,248,0.37093257904052734,0.00018801154797093433,1240
248,8,1,2,1,249,0.3841691017150879,0.00013906222617049435,1245
249,8,1,2,1,250,0.4085540771484375,0.00010052432676577183,1250
250,8,1,2,1,251,0.3755347728729248,0.00020031738010739542,1255
251,8,1,2,1,252,0.3947885036468506,0.00024158430927906371,1260
252,8,1,2,1,253,0.43717050552368164,0.00020381207677033775,1265
253,8,1,2,1,254,0.391282320022583,0.0001445941540471063,1270
254,8,1,2,1,255,0.3723173141479492,0.00020424908135141528,1275
255,8,1,2,1,256,0.36736035346984863,0.00017117467770777495,1280
256,8,1,2,1,257,0.31704211235046387,9.94053210213175e-05,1285
257,8,1,2,1,258,0.38677430152893066,0.0001562554990213738,1290
258,8,1,2,1,259,0.3128507137298584,0.00022148874824273745,1295
259,8,1,2,1,260,0.3780479431152344,0.00023394409502003333,1300
260,8,1,2,1,261,0.3267686367034912,0.00015191412206788657,1305
261,8,1,2,1,262,0.4398930072784424,0.00016861921390226575,1310
262,8,1,2,1,263,0.44608235359191895,0.00015882660699773066,1315
263,8,1,2,1,264,0.38761210441589355,8.925314309315979e-05,1320
264,8,1,2,1,265,0.3803236484527588,0.00016178379564391054,1325
265,8,1,2,1,266,0.39837050437927246,0.00021440320136417723,1330
266,8,1,2,1,267,0.41007018089294434,0.00020479398466771714,1335
267,8,1,2,1,268,0.3592078685760498,0.00016435980549345253,1340
268,8,1,2,1,269,0.41915225982666016,0.0001824608572160158,1345
269,8,1,2,1,270,0.33571529388427734,0.00017702957185655732,1350
270,8,1,2,1,271,0.44191741943359375,8.775883878497925e-05,1355
271,8,1,2,1,272,0.3834207057952881,0.00011610366855174803,1360
272,8,1,2,1,273,0.38544201850891113,0.00019241958342752774,1365
273,8,1,2,1,274,0.35895276069641113,0.00022617218791548543,1370
274,8,1,2,1,275,0.3546464443206787,0.0001710024705447455,1375
275,8,1,2,1,276,0.39400339126586914,0.00014162079212881595,1380
276,8,1,2,1,277,0.3931248188018799,0.00016804075615683978,1385
277,8,1,2,1,278,0.3362269401550293,0.00011842989262633719,1390
278,8,1,2,1,279,0.3933138847351074,0.00012318256009796746,1395
279,8,1,2,1,280,0.2985408306121826,0.00018185019621458354,1400
280,8,1,2,1,281,0.3384976387023926,0.00019905757678029268,1405
281,8,1,2,1,282,0.3927175998687744,0.00018039784800588654,1410
282,8,1,2,1,283,0.391251802444458,0.00015029495943186255,1415
283,8,1,2,1,284,0.36063432693481445,0.00017245554050882017,1420
284,8,1,2,1,285,0.3702540397644043,0.00012295827548414184,1425
285,8,1,2,1,286,0.3909034729003906,8.115798589586332e-05,1430
286,8,1,2,1,287,0.44362688064575195,0.0001602905429403112,1435
287,8,1,2,1,288,0.3535621166229248,0.00021072328640187044,1440
288,8,1,2,1,289,0.3528409004211426,0.00018324818842851975,1445
289,8,1,2,1,290,0.33950018882751465,0.00012120946110744102,1450
290,8,1,2,1,291,0.3454761505126953,0.0001626895572487408,1455
291,8,1,2,1,292,0.36253833770751953,0.0001388898122280935,1460
292,8,1,2,1,293,0.4154016971588135,8.886882571390586e-05,1465
293,8,1,2,1,294,0.39663219451904297,0.00014251902550072026,1470
294,8,1,2,1,295,0.4098935127258301,0.00018644885478585893,1475
295,8,1,2,1,296,0.3378868103027344,0.00018786959351402288,1480
296,8,1,2,1,297,0.30727720260620117,0.00012496007135770482,1485
297,8,1,2,1,298,0.33048486709594727,0.0001560737863194328,1490
298,8,1,2,1,299,0.3495926856994629,0.00014728841221700595,1495
299,8,1,2,1,300,0.3469045162200928,7.338532485812177e-05,1500
300,8,1,2,1,301,0.34219908714294434,0.000122005208855136,1505
