,num_timesteps,num_attackers,num_defenders,num_clusters,dims,defense_time_threshold,force_return,num_defender_actions,nash_value,nash_support,nash_runtime,mip_value,mip_support,mip_runtime
0,10,1,2,10,10,2,True,676,-0.21860323779003113,8,0.06776785850524902,-0.34170854271356355,1,0.14388251304626465
1,10,1,2,10,10,2,True,676,-0.21860323779003113,8,0.06776785850524902,-0.25973533435370927,2,0.3845949172973633
2,10,1,2,10,10,2,True,676,-0.21860323779003113,8,0.06776785850524902,-0.2315670422497339,3,0.329632043838501
3,10,1,2,10,10,2,True,676,-0.21860323779003113,8,0.06776785850524902,-0.22151291801323436,4,0.378633975982666
4,10,1,2,10,10,2,True,676,-0.21860323779003113,8,0.06776785850524902,-0.21881466154300916,5,0.4203164577484131
5,10,1,2,10,10,2,True,676,-0.21860323779003113,8,0.06776785850524902,-0.21860323779003107,6,0.10847902297973633
