,seed,num_timesteps,num_defenders,num_clusters,dims,defense_time_threshold,iteration_number,iteration_time,gap,iterations_to_converge,def_support,defender_actions_size,attacker_actions_size
54,6,8,2,10,7,1,7,0.003022909164428711,0.13246489654451654,14,6,13,6
55,6,8,2,10,7,1,8,0.0030612945556640625,0.22873801334101096,14,6,13,6
56,6,8,2,10,7,1,9,0.006071567535400391,0.16580389926159855,14,6,13,6
57,6,8,2,10,7,1,10,0.00408935546875,0.13568020725295626,14,6,13,6
58,6,8,2,10,7,1,11,0.003101825714111328,0.141745312190674,14,6,13,6
59,6,8,2,10,7,1,12,0.00514531135559082,0.09784841558143953,14,6,13,6
60,6,8,2,10,7,1,13,0.004033327102661133,0.10053671320580493,14,6,13,6
61,6,8,2,10,7,1,14,0.004031658172607422,0.0,14,6,13,6
62,7,8,2,10,7,1,1,0.0011005401611328125,0.871414999765382,9,2,7,5
63,7,8,2,10,7,1,2,0.0020182132720947266,0.6666883128221384,9,2,7,5
64,7,8,2,10,7,1,3,0.0020155906677246094,0.6214751755011054,9,2,7,5
65,7,8,2,10,7,1,4,0.0030508041381835938,0.6405203137828266,9,2,7,5
66,7,8,2,10,7,1,5,0.0030565261840820312,0.6005881378075937,9,2,7,5
67,7,8,2,10,7,1,6,0.002068042755126953,0.35864123244845225,9,2,7,5
68,7,8,2,10,7,1,7,0.004255771636962891,0.32748403697222395,9,2,7,5
69,7,8,2,10,7,1,8,0.004703998565673828,0.022222010867463893,9,2,7,5
70,7,8,2,10,7,1,9,0.003004789352416992,1.1102230246251565e-16,9,2,7,5
71,8,8,2,10,7,1,1,0.0014646053314208984,0.4044512563052839,8,2,6,4
72,8,8,2,10,7,1,2,0.0023021697998046875,0.5523205341030618,8,2,6,4
73,8,8,2,10,7,1,3,0.0009999275207519531,0.3993150693678793,8,2,6,4
74,8,8,2,10,7,1,4,0.0032901763916015625,0.410883720122194,8,2,6,4
75,8,8,2,10,7,1,5,0.0019998550415039062,0.37301542100802565,8,2,6,4
76,8,8,2,10,7,1,6,0.006153106689453125,0.10466375461006261,8,2,6,4
77,8,8,2,10,7,1,7,0.0025899410247802734,0.08798983756627354,8,2,6,4
78,8,8,2,10,7,1,8,0.0029997825622558594,0.0,8,2,6,4
79,9,8,2,10,7,1,1,0.0016889572143554688,0.9090176300965629,20,6,18,9
80,9,8,2,10,7,1,2,0.0030176639556884766,0.4399116088089037,20,6,18,9
81,9,8,2,10,7,1,3,0.0030481815338134766,0.3887322701229138,20,6,18,9
82,9,8,2,10,7,1,4,0.002121448516845703,0.4634038684767212,20,6,18,9
83,9,8,2,10,7,1,5,0.0033788681030273438,0.23608230681662956,20,6,18,9
84,9,8,2,10,7,1,6,0.003029346466064453,0.3449479577009785,20,6,18,9
85,9,8,2,10,7,1,7,0.0031363964080810547,0.3116297813403758,20,6,18,9
86,9,8,2,10,7,1,8,0.004026651382446289,0.31908847922383615,20,6,18,9
87,9,8,2,10,7,1,9,0.003137826919555664,0.404740255823356,20,6,18,9
88,9,8,2,10,7,1,10,0.0041294097900390625,0.28310049937413234,20,6,18,9
89,9,8,2,10,7,1,11,0.004067182540893555,0.21666818473888205,20,6,18,9
90,9,8,2,10,7,1,12,0.0030448436737060547,0.19165653166801455,20,6,18,9
91,9,8,2,10,7,1,13,0.004147052764892578,0.11944080060563084,20,6,18,9
92,9,8,2,10,7,1,14,0.004060029983520508,0.13349617845058515,20,6,18,9
93,9,8,2,10,7,1,15,0.004136800765991211,0.08181382573790419,20,6,18,9
94,9,8,2,10,7,1,16,0.005162715911865234,0.12945120332893512,20,6,18,9
95,9,8,2,10,7,1,17,0.005216360092163086,0.200985454853724,20,6,18,9
96,9,8,2,10,7,1,18,0.005033254623413086,0.44821075402777877,20,6,18,9
97,9,8,2,10,7,1,19,0.005321025848388672,0.2448109378152094,20,6,18,9
98,9,8,2,10,7,1,20,0.005066633224487305,0.0,20,6,18,9
99,10,8,2,10,7,1,1,0.00200653076171875,0.25903659822175285,10,5,5,7
100,10,8,2,10,7,1,2,0.0020051002502441406,0.9013359513473492,10,5,5,7
101,10,8,2,10,7,1,3,0.0020062923431396484,0.22461298484516934,10,5,5,7
102,10,8,2,10,7,1,4,0.003135204315185547,0.7235333294989258,10,5,5,7
103,10,8,2,10,7,1,5,0.003000974655151367,0.07264767501724845,10,5,5,7
104,10,8,2,10,7,1,6,0.005133867263793945,0.4529235790539482,10,5,5,7
105,10,8,2,10,7,1,7,0.0030426979064941406,0.028749382232784226,10,5,5,7
106,10,8,2,10,7,1,8,0.004181623458862305,0.02823528928063812,10,5,5,7
107,10,8,2,10,7,1,9,0.0030448436737060547,0.6158719792035225,10,5,5,7
108,10,8,2,10,7,1,10,0.004128456115722656,0.0,10,5,5,7
