,num_timesteps,interval_number,iteration_times,gaps,iteration_number
0,10,1,25.287570476531982,0.7085050296460398,5
1,10,2,26.501956939697266,0.42436884492228677,10
2,10,3,24.547992944717407,0.3829906353780535,15
3,10,4,24.885259866714478,0.32897221805626387,20
4,10,5,24.242992877960205,0.27347342023982546,25
5,10,6,24.066595554351807,0.2491256652402254,30
6,10,7,24.238989114761353,0.22950280244783072,35
7,10,8,21.86151885986328,0.22118304805701272,40
8,10,9,28.815953731536865,0.21723597897099112,45
