,num_timesteps,num_clusters,dims,defense_time_threshold,iteration_number,iteration_time,gap,iterations_to_converge,def_support,defender_actions_size,attacker_actions_size
227,7,10,9,2,1,0.0019996166229248047,0.6426573426573428,4,1,3,3
228,7,10,9,2,2,0.0016489028930664062,0.6741258741258742,4,1,3,3
229,7,10,9,2,3,0.0015845298767089844,0.6216783216783217,4,1,3,3
230,7,10,9,2,4,0.0017044544219970703,0.0,4,1,3,3
231,7,10,10,1,1,0.0020074844360351562,0.6426573426573428,11,4,8,6
232,7,10,10,1,2,0.0010020732879638672,0.6741258741258742,11,4,8,6
233,7,10,10,1,3,0.002189159393310547,0.6216783216783217,11,4,8,6
234,7,10,10,1,4,0.002002716064453125,0.6573426573426574,11,4,8,6
235,7,10,10,1,5,0.0016160011291503906,0.5608656049832521,11,4,8,6
236,7,10,10,1,6,0.0012998580932617188,0.3104895104895104,11,4,8,6
237,7,10,10,1,7,0.002865314483642578,0.4083916083916083,11,4,8,6
238,7,10,10,1,8,0.0020258426666259766,0.34836378092192044,11,4,8,6
239,7,10,10,1,9,0.002014636993408203,0.3804195804195804,11,4,8,6
240,7,10,10,1,10,0.0030188560485839844,0.14714415399151487,11,4,8,6
241,7,10,10,1,11,0.002312898635864258,0.0,11,4,8,6
242,7,10,10,2,1,0.002047300338745117,0.6426573426573428,2,1,2,2
243,7,10,10,2,2,0.0010023117065429688,0.0,2,1,2,2
244,7,11,7,1,1,0.0,0.7801136363636363,18,5,15,7
245,7,11,7,1,2,0.0,0.7840909090909091,18,5,15,7
246,7,11,7,1,3,0.0,0.47246315377592274,18,5,15,7
247,7,11,7,1,4,0.0,0.5363636363636364,18,5,15,7
248,7,11,7,1,5,0.0,0.3184947582537944,18,5,15,7
249,7,11,7,1,6,0.015933513641357422,0.12670454545454546,18,5,15,7
250,7,11,7,1,7,0.0,0.26136363636363646,18,5,15,7
251,7,11,7,1,8,0.0,0.1960227272727273,18,5,15,7
252,7,11,7,1,9,0.0,0.15744438106103836,18,5,15,7
253,7,11,7,1,10,0.0,0.17917961667961665,18,5,15,7
254,7,11,7,1,11,0.0,0.21363636363636368,18,5,15,7
255,7,11,7,1,12,0.0,0.12249229049578345,18,5,15,7
256,7,11,7,1,13,0.0,0.10622726434273069,18,5,15,7
257,7,11,7,1,14,0.0,0.14355737358064752,18,5,15,7
258,7,11,7,1,15,0.0,0.12171586178029277,18,5,15,7
259,7,11,7,1,16,0.0,0.198553801075399,18,5,15,7
260,7,11,7,1,17,0.0158541202545166,0.09936142226130026,18,5,15,7
261,7,11,7,1,18,0.0,8.326672684688674e-17,18,5,15,7
262,7,11,7,2,1,0.0017406940460205078,0.7801136363636363,15,7,12,7
263,7,11,7,2,2,0.0020046234130859375,0.7840909090909091,15,7,12,7
264,7,11,7,2,3,0.0010039806365966797,0.39598278335724535,15,7,12,7
265,7,11,7,2,4,0.002004384994506836,0.4704545454545454,15,7,12,7
266,7,11,7,2,5,0.002003908157348633,0.3210884353741497,15,7,12,7
267,7,11,7,2,6,0.002004384994506836,0.2278024145601053,15,7,12,7
268,7,11,7,2,7,0.002003908157348633,0.22897727272727275,15,7,12,7
269,7,11,7,2,8,0.0020041465759277344,0.18881838524244685,15,7,12,7
270,7,11,7,2,9,0.0020041465759277344,0.26136363636363646,15,7,12,7
271,7,11,7,2,10,0.003744840621948242,0.19602272727272735,15,7,12,7
272,7,11,7,2,11,0.0020041465759277344,0.1962250712250712,15,7,12,7
273,7,11,7,2,12,0.002003908157348633,0.2272727272727273,15,7,12,7
274,7,11,7,2,13,0.004007816314697266,0.1268564163607696,15,7,12,7
275,7,11,7,2,14,0.0020041465759277344,0.11649132821729286,15,7,12,7
276,7,11,7,2,15,0.004007816314697266,0.0,15,7,12,7
277,7,11,8,1,1,0.0020041465759277344,0.9843478260869565,13,4,9,6
278,7,11,8,1,2,0.0017409324645996094,0.8,13,4,9,6
279,7,11,8,1,3,0.0017399787902832031,0.4840579710144927,13,4,9,6
280,7,11,8,1,4,0.002003908157348633,0.5472463768115942,13,4,9,6
281,7,11,8,1,5,0.0020041465759277344,0.3249569707401033,13,4,9,6
282,7,11,8,1,6,0.0017406940460205078,0.7420289855072464,13,4,9,6
283,7,11,8,1,7,0.0017399787902832031,0.3170322147304245,13,4,9,6
284,7,11,8,1,8,0.002003908157348633,0.13333333333333336,13,4,9,6
285,7,11,8,1,9,0.002004384994506836,0.2666666666666667,13,4,9,6
286,7,11,8,1,10,0.002003908157348633,0.2,13,4,9,6
287,7,11,8,1,11,0.003744840621948242,0.19696969696969702,13,4,9,6
288,7,11,8,1,12,0.002003908157348633,0.0209092035178991,13,4,9,6
289,7,11,8,1,13,0.002003908157348633,0.0,13,4,9,6
290,7,11,8,2,1,0.0012857913970947266,0.9843478260869565,4,1,2,3
291,7,11,8,2,2,0.002031564712524414,0.8,4,1,2,3
292,7,11,8,2,3,0.0010013580322265625,0.7420289855072464,4,1,2,3
293,7,11,8,2,4,0.0020024776458740234,0.0,4,1,2,3
294,7,11,9,1,1,0.0,0.9843478260869565,19,7,16,8
295,7,11,9,1,2,0.006960868835449219,0.8,19,7,16,8
296,7,11,9,1,3,0.0020046234130859375,0.4840579710144927,19,7,16,8
297,7,11,9,1,4,0.0017409324645996094,0.3249569707401033,19,7,16,8
298,7,11,9,1,5,0.002003908157348633,0.2376811594202899,19,7,16,8
299,7,11,9,1,6,0.0020041465759277344,0.35014492753623194,19,7,16,8
300,7,11,9,1,7,0.002004384994506836,0.24354838709677432,19,7,16,8
301,7,11,9,1,8,0.0020041465759277344,0.3343115005804591,19,7,16,8
302,7,11,9,1,9,0.002003908157348633,0.23906954085982224,19,7,16,8
303,7,11,9,1,10,0.004008293151855469,0.20692793224200076,19,7,16,8
304,7,11,9,1,11,0.0017404556274414062,0.2666666666666667,19,7,16,8
305,7,11,9,1,12,0.003744840621948242,0.1480361467376654,19,7,16,8
306,7,11,9,1,13,0.0020041465759277344,0.20000000000000004,19,7,16,8
307,7,11,9,1,14,0.004008769989013672,0.12492025520088451,19,7,16,8
308,7,11,9,1,15,0.004008054733276367,0.16638343075768686,19,7,16,8
309,7,11,9,1,16,0.0020041465759277344,0.06278740329083576,19,7,16,8
310,7,11,9,1,17,0.003744840621948242,0.23188405797101452,19,7,16,8
311,7,11,9,1,18,0.00401616096496582,0.18257612766650383,19,7,16,8
312,7,11,9,1,19,0.0,5.551115123125783e-17,19,7,16,8
313,7,11,9,2,1,0.002026081085205078,0.863768115942029,4,1,3,4
314,7,11,9,2,2,0.0010020732879638672,0.8115942028985508,4,1,3,4
315,7,11,9,2,3,0.0020012855529785156,0.49002812026822407,4,1,3,4
316,7,11,9,2,4,0.0009999275207519531,0.0,4,1,3,4
317,7,11,10,1,1,0.0020003318786621094,0.9843478260869565,10,4,6,6
318,7,11,10,1,2,0.0019998550415039062,0.8,10,4,6,6
319,7,11,10,1,3,0.0009999275207519531,0.13333333333333336,10,4,6,6
320,7,11,10,1,4,0.002000093460083008,0.2666666666666667,10,4,6,6
321,7,11,10,1,5,0.002000093460083008,0.20000000000000007,10,4,6,6
322,7,11,10,1,6,0.0019998550415039062,0.3652173913043479,10,4,6,6
323,7,11,10,1,7,0.0019998550415039062,0.19696969696969702,10,4,6,6
324,7,11,10,1,8,0.0,0.2104347826086957,10,4,6,6
325,7,11,10,1,9,0.003490447998046875,0.0209092035178991,10,4,6,6
326,7,11,10,1,10,0.002003908157348633,0.0,10,4,6,6
327,7,11,10,2,1,0.002004384994506836,0.863768115942029,2,1,1,2
328,7,11,10,2,2,0.002003908157348633,0.0,2,1,1,2
329,7,12,7,1,1,0.0,0.797093023255814,18,6,16,7
330,7,12,7,1,2,0.0,0.7976744186046513,18,6,16,7
331,7,12,7,1,3,0.0,0.4540697674418605,18,6,16,7
332,7,12,7,1,4,0.0,0.3159801834261383,18,6,16,7
333,7,12,7,1,5,0.0,0.07034883720930235,18,6,16,7
334,7,12,7,1,6,0.0,0.21627906976744188,18,6,16,7
335,7,12,7,1,7,0.0,0.17014614892255175,18,6,16,7
336,7,12,7,1,8,0.0,0.19092803861342697,18,6,16,7
337,7,12,7,1,9,0.0,0.16394419360904483,18,6,16,7
338,7,12,7,1,10,0.0,0.19534883720930235,18,6,16,7
339,7,12,7,1,11,0.0,0.09959478863060647,18,6,16,7
340,7,12,7,1,12,0.0,0.15691955775829203,18,6,16,7
341,7,12,7,1,13,0.016065120697021484,0.16143599006547754,18,6,16,7
342,7,12,7,1,14,0.0,0.186046511627907,18,6,16,7
343,7,12,7,1,15,0.0,0.15086041013799562,18,6,16,7
344,7,12,7,1,16,0.015843629837036133,0.14642571485999262,18,6,16,7
345,7,12,7,1,17,0.0,0.1237715438715897,18,6,16,7
346,7,12,7,1,18,0.00583195686340332,2.7755575615628914e-17,18,6,16,7
347,7,12,7,2,1,0.0010020732879638672,0.797093023255814,10,5,6,5
348,7,12,7,2,2,0.0020046234130859375,0.7976744186046513,10,5,6,5
349,7,12,7,2,3,0.002001523971557617,0.39941775836972354,10,5,6,5
350,7,12,7,2,4,0.0019996166229248047,0.4540697674418605,10,5,6,5
351,7,12,7,2,5,0.0010001659393310547,0.3163444639718805,10,5,6,5
352,7,12,7,2,6,0.002000093460083008,0.22651311420678225,10,5,6,5
353,7,12,7,2,7,0.002000093460083008,0.2186046511627907,10,5,6,5
354,7,12,7,2,8,0.001462697982788086,0.1821574774110271,10,5,6,5
355,7,12,7,2,9,0.0020041465759277344,0.07034883720930235,10,5,6,5
356,7,12,7,2,10,0.002004384994506836,0.0,10,5,6,5
357,7,12,8,1,1,0.01580810546875,0.9825072886297376,15,4,13,6
358,7,12,8,1,2,0.0,0.8,15,4,13,6
359,7,12,8,1,3,0.0,0.4559766763848397,15,4,13,6
360,7,12,8,1,4,0.0,0.5247813411078718,15,4,13,6
361,7,12,8,1,5,0.0,0.31690140845070425,15,4,13,6
362,7,12,8,1,6,0.0,0.7154518950437316,15,4,13,6
363,7,12,8,1,7,0.0,0.3057167738550496,15,4,13,6
364,7,12,8,1,8,0.0,0.07113702623906704,15,4,13,6
365,7,12,8,1,9,0.0,0.2169096209912537,15,4,13,6
366,7,12,8,1,10,0.0,0.18290047342659216,15,4,13,6
367,7,12,8,1,11,0.0,0.21457725947521872,15,4,13,6
368,7,12,8,1,12,0.0,0.09402042329915292,15,4,13,6
369,7,12,8,1,13,0.015836715698242188,0.1691954022988507,15,4,13,6
370,7,12,8,1,14,0.0,0.16734550612101637,15,4,13,6
371,7,12,8,1,15,0.0,5.551115123125783e-17,15,4,13,6
372,7,12,8,2,1,0.0,0.9825072886297376,4,1,2,3
373,7,12,8,2,2,0.0,0.8,4,1,2,3
374,7,12,8,2,3,0.0031168460845947266,0.7154518950437316,4,1,2,3
