,num_timesteps,num_attackers,num_defenders,defense_time_threshold,interval_number,iteration_times,gaps,iteration_number
81,8,1,1,1,82,0.7483201026916504,0.008172811046078698,410
82,8,1,1,1,83,0.8381054401397705,0.008495939581594891,415
83,8,1,1,1,84,0.7461292743682861,0.007711270581861607,420
84,8,1,1,1,85,0.7554183006286621,0.008723897283144044,425
85,8,1,1,1,86,0.7498569488525391,0.007423772477214707,430
86,8,1,1,1,87,0.7627744674682617,0.007060824087308015,435
87,8,1,1,1,88,0.7247114181518555,0.0073891214471365485,440
88,8,1,1,1,89,0.8021440505981445,0.007333904425168014,445
89,8,1,1,1,90,0.7203159332275391,0.006556498054834159,450
90,8,1,1,1,91,0.7341275215148926,0.007568840287874079,455
91,8,1,1,1,92,0.758859395980835,0.007297603779185535,460
92,8,1,1,1,93,0.8042237758636475,0.006885562643481946,465
93,8,1,1,1,94,0.789954662322998,0.006998597124298955,470
94,8,1,1,1,95,0.7538721561431885,0.005905797820129455,475
95,8,1,1,1,96,0.7813301086425781,0.006269687334737206,480
96,8,1,1,1,97,0.787022590637207,0.006161035238371526,485
97,8,1,1,1,98,0.7666738033294678,0.00667321253760178,490
98,8,1,1,1,99,0.7999751567840576,0.0064578289522384535,495
99,8,1,1,1,100,0.790034294128418,0.006626441712466735,500
100,8,1,1,1,101,0.7611417770385742,0.006050336772613907,505
101,8,1,1,1,102,0.770078182220459,0.005720281960298723,510
102,8,1,1,1,103,0.7299044132232666,0.005410864512849112,515
103,8,1,1,1,104,0.7849302291870117,0.005954347886675371,520
104,8,1,1,1,105,0.7860002517700195,0.006027779514485965,525
105,8,1,1,1,106,0.7604169845581055,0.005849257569243482,530
106,8,1,1,1,107,0.7625131607055664,0.00621897146887096,535
107,8,1,1,1,108,0.7469804286956787,0.005140694809341428,540
108,8,1,1,1,109,0.7203371524810791,0.004649659699955011,545
109,8,1,1,1,110,0.7335765361785889,0.005202160301566727,550
110,8,1,1,1,111,0.8081667423248291,0.005194528609809734,555
111,8,1,1,1,112,0.7676000595092773,0.0051060607734969565,560
112,8,1,1,1,113,0.8106584548950195,0.005746027325680525,565
113,8,1,1,1,114,0.7474298477172852,0.005602685425062814,570
114,8,1,1,1,115,0.7581334114074707,0.004741321075433347,575
115,8,1,1,1,116,0.8055150508880615,0.004740293426862108,580
116,8,1,1,1,117,0.7581923007965088,0.004661270679328644,585
117,8,1,1,1,118,0.768437385559082,0.004997530859413124,590
118,8,1,1,1,119,0.7448132038116455,0.004589329303972156,595
119,8,1,1,1,120,0.7945663928985596,0.005308347276318015,600
120,8,1,1,1,121,0.7563915252685547,0.0048383457796185025,605
121,8,1,1,1,122,0.7734363079071045,0.004564489058316079,610
122,8,1,1,1,123,0.7794954776763916,0.00469574624239566,615
123,8,1,1,1,124,0.7645444869995117,0.004133051639372942,620
124,8,1,1,1,125,0.7237932682037354,0.004106815119877316,625
125,8,1,1,1,126,0.7360150814056396,0.004323906010836653,630
126,8,1,1,1,127,0.8149867057800293,0.004658792224038311,635
127,8,1,1,1,128,0.8020236492156982,0.004352319399167026,640
128,8,1,1,1,129,0.7793068885803223,0.004673061089432107,645
